Airline ID,Departure,Destination
HO,TAO,NBS
HO,TSN,NBS
HO,WNZ,CGQ
HO,WNZ,DYG
HO,WUX,HRB
HO,WUX,HUZ
HO,WUX,TAO
HO,WUX,SYX
HO,WUX,XMN
HO,XIY,GYU
HO,XIY,WMT
HO,XIY,ZHY
HO,YNZ,DQA
HO,YYA,KMG
HO,YYA,NNG
HU,BEG,PRG
HU,CAN,CXR
HU,CAN,DAD
HU,CAN,SHA
HU,CAN,SQJ
HU,CAN,TEN
HU,CGO,CDG
HU,CGO,INC
HU,CGO,NGB
HU,CGO,WNZ
HU,CGO,ZUH
HU,CGQ,HET
HU,CKG,FOC
HU,CKG,FCO
HU,CKG,JFK
HU,CKG,LAX
HU,CKG,PVG
HU,CKG,RGN
HU,CSX,INC
HU,CSX,KMG
HU,CSX,LAX
HU,CSX,LHR
HU,CSX,ZUH
HU,CTU,CAN
HU,CTU,JFK
HU,CTU,LAX
HU,DLC,BAV
HU,DLC,CSX
HU,DLC,HET
HU,DLC,HGH
HU,DLC,INC
HU,DLC,SZX
HU,DLC,TNA
HU,DLC,TSN
HU,DLC,XUZ
HU,FOC,ZUH
HU,HAK,AQG
HU,HAK,BKK
HU,HAK,HNY
HU,HAK,JJN
HU,HAK,KIX
HU,HAK,LPQ
HU,HAK,MEL
HU,HAK,MFM
HU,HAK,MIG
HU,HAK,NGB
HU,HAK,SJW
HU,HAK,SWA
HU,HAK,SYD
HU,HAK,TSN
HU,HAK,UTP
HU,HAK,UYN
HU,HAK,VTE
HU,HAK,XIY
HU,HAK,XNN
HU,HAK,XUZ
HU,HAK,ZUH
HU,HET,TEN
HU,HFE,ZUH
HU,HGH,CGQ
HU,HGH,CTS
HU,HGH,HNY
HU,HGH,KWL
HU,HGH,TGO
HU,HGH,YIH
HU,HGH,YNT
HU,HGH,ZUH
HU,HRB,NKG
HU,HRB,TGO
HU,HRB,SJW
HU,HRB,YNT
HU,JJN,XUZ
HU,KHN,BAV
HU,KHN,HET
HU,KHN,SZX
HU,KHN,WEF
HU,KHN,ZUH
HU,KWL,XUZ
HU,LHW,BAV
HU,LHW,CAN
HU,LHW,CTU
HU,LHW,HGH
HU,LHW,KHN
HU,LHW,KMG
HU,LHW,KWE
HU,LHW,LYI
HU,LHW,MIG
HU,LHW,SJW
HU,LHW,TEN
HU,LHW,XMN
HU,LHW,ZUH
HU,NGB,CGQ
HU,NGB,DOY
HU,NKG,BPE
HU,NKG,CSX
HU,PEK,AQG
HU,PEK,BOS
HU,PEK,DUB
HU,PEK,HND
HU,PEK,IKT
HU,PEK,LAS
HU,PEK,MAN
HU,PEK,PRG
HU,PEK,PVG
HU,PEK,SJC
HU,PEK,TIJ
HU,PEK,TLV
HU,PEK,YYC
HU,PVG,BOS
HU,PVG,BRU
HU,PVG,CAN
HU,PVG,CSX
HU,PVG,HET
HU,PVG,TLV
HU,PVG,SEA
HU,PVG,SZX
HU,SHE,TYN
HU,SHE,WUH
HU,SJW,BAV
HU,SJW,CAN
HU,SJW,CDE
HU,SJW,CGQ
HU,SJW,HGH
HU,SJW,TEN
HU,SJW,YIH
HU,SJW,ZQZ
HU,SYX,CTU
HU,SYX,JJN
HU,SYX,KHN
HU,SYX,MFM
HU,SYX,NKG
HU,SYX,PNH
HU,SYX,UTP
HU,SYX,WUH
HU,SYX,YIH
HU,SYX,ZUH
HU,SZX,AKL
HU,SZX,BNE
HU,SZX,BRU
HU,SZX,CDG
HU,SZX,CNS
HU,SZX,CNX
HU,SZX,CXR
HU,SZX,DAD
HU,SZX,FCO
HU,SZX,INC
HU,SZX,KOS
HU,SZX,LPQ
HU,SZX,MAD
HU,SZX,TEN
HU,SZX,TLV
HU,SZX,VIE
HU,SZX,VTE
HU,SZX,WNZ
HU,SZX,XMN
HU,SZX,YVR
HU,SZX,ZRH
HU,TNA,KHN
HU,TNA,SWA
HU,TNA,ZHA
HU,TNA,ZUH
HU,TSN,CSX
HU,TSN,ENY
HU,TSN,JJN
HU,TSN,KHN
HU,TSN,KWL
HU,TVS,SQJ
HU,TYN,CKG
HU,TYN,HNY
HU,TYN,KMG
HU,TYN,KWE
HU,TYN,NKG
HU,TYN,NGB
HU,TYN,TAO
HU,TYN,WUA
HU,TYN,ZUH
HU,URC,CSX
HU,URC,HET
HU,URC,KWE
HU,URC,TNA
HU,URC,TYN
HU,URC,YIH
HU,WUH,TEN
HU,WUH,ZUH
HU,XIY,CDG
HU,XIY,FCO
HU,XIY,KWE
HU,XIY,KWL
HU,XIY,LAX
HU,XIY,MEL
HU,XIY,NGB
HU,XIY,NRT
HU,XIY,SYD
HU,XIY,WNZ
HU,XIY,ZUH
HU,YNT,YKH
HU,ZUH,LYG
HU,ZUH,XUZ
HV,AMS,AGA
HV,AMS,AMM
HV,AMS,BEG
HV,AMS,BEY
HV,AMS,BOJ
HV,AMS,HEL
HV,AMS,KTW
HV,AMS,LCA
HV,AMS,LJU
HV,AMS,OLB
HV,AMS,ORY
HV,AMS,SOF
HV,AMS,TIA
HV,EIN,ACE
HV,EIN,ARN
HV,EIN,PRG
HV,EIN,RAK
HV,EIN,SVQ
HV,EIN,TFS
HV,EIN,TLV
HV,GRQ,TFS
HV,RTM,ACE
HV,RTM,AHU
HV,RTM,LIS
HV,RTM,LPA
HV,RTM,NDR
HV,RTM,TFS
HX,HKG,CGQ
HX,HKG,CTS
HX,HKG,ICN
HX,HKG,KHN
HX,HKG,KIX
HX,HKG,MLE
HX,HKG,MNL
HX,HKG,NRT
HX,HKG,OKJ
HX,HKG,YGJ
HY,KIX,NRT
HY,LED,TMJ
HY,NVI,KSQ
HY,SKD,IST
HY,TAS,BOM
HY,TAS,CGK
HY,TAS,DYU
HY,TAS,JFK
HY,TAS,KIX
HY,TAS,LHE
HY,TAS,MSQ
HY,TAS,TBS
HY,TAS,VKO
HY,TAS,VOZ
HY,TAS,VVO
HY,UGC,CDG
HY,UGC,MXP
HY,UGC,NCU
HY,VKO,BHK
HY,VKO,FEG
HY,VKO,KSQ
HY,VKO,NCU
HY,VKO,NMA
HY,VKO,NVI
HY,VKO,SKD
HY,VKO,TMJ
HY,VKO,UGC
HZ,KHV,BQG
HZ,NGK,BQG
HZ,NGK,OHH
HZ,UUS,BQS
HZ,UUS,ITU
HZ,UUS,KHV
HZ,UUS,NGK
HZ,UUS,PKC
HZ,VVO,BQS
HZ,VVO,HRB
HZ,VVO,MDG
HZ,VVO,NRT
HZ,VVO,TLY
HZ,VVO,YNJ
I3,IKA,KZN
I3,IKA,BGW
I3,IKA,NJF
I3,MHD,ABD
I3,MHD,AWZ
I3,MHD,BGW
I3,MHD,KWI
I3,MHD,NJF
I3,MHD,SRY
I3,MHD,SYZ
I3,MHD,TBZ
I3,MHD,THR
I3,TBZ,IST
I3,THR,AWZ
I3,THR,BUZ
I3,THR,GSM
I3,THR,IFN
I3,THR,KSH
I3,THR,OMH
I3,THR,SYZ
I3,THR,TBZ
I3,THR,XBJ
I5,BLR,BBI
I5,BLR,BOM
I5,BLR,CCU
I5,BLR,COK
I5,BLR,GAU
I5,BLR,GOI
I5,BLR,IDR
I5,BLR,IXB
I5,BLR,IXC
I5,BLR,IXR
I5,BLR,JAI
I5,BLR,MAA
I5,BLR,PNQ
I5,BLR,VTZ
I5,BOM,CCU
I5,BOM,COK
I5,BOM,HYD
I5,BOM,IDR
I5,CCU,BBI
I5,CCU,GAU
I5,CCU,IXA
I5,CCU,IXB
I5,CCU,MAA
I5,CCU,VTZ
I5,DEL,BLR
I5,DEL,BOM
I5,DEL,CCU
I5,DEL,GAU
I5,DEL,GOI
I5,DEL,HYD
I5,DEL,IDR
I5,DEL,IMF
I5,DEL,IXB
I5,DEL,IXC
I5,DEL,IXR
I5,DEL,MAA
I5,DEL,PNQ
I5,DEL,SXR
I5,GAU,IMF
I5,GAU,IXA
I5,GOI,IDR
I5,HYD,BLR
I5,HYD,CCU
I5,HYD,GOI
I5,HYD,JAI
I5,HYD,MAA
I5,PNQ,JAI
IA,BGW,AMM
IA,BGW,AYT
IA,BGW,BEY
IA,BGW,BOM
IA,BGW,BSR
IA,BGW,CAN
IA,BGW,CAI
IA,BGW,CPH
IA,BGW,DEL
IA,BGW,DLM
IA,BGW,DXB
IA,BGW,EBL
IA,BGW,ESB
IA,BGW,FRA
IA,BGW,GYD
IA,BGW,IKA
IA,BGW,IST
IA,BGW,ISU
IA,BGW,KBP
IA,BGW,KUL
IA,BGW,LGW
IA,BGW,MHD
IA,BGW,MSQ
IA,BGW,NJF
IA,BGW,SAW
IA,BGW,SOF
IA,BGW,SZF
IA,BGW,VKO
IA,BGW,XNH
IA,BSR,AMM
IA,BSR,BEY
IA,BSR,CAI
IA,BSR,DEL
IA,BSR,DXB
IA,BSR,EBL
IA,BSR,IST
IA,BSR,ISU
IA,BSR,MHD
IA,EBL,AMM
IA,EBL,CAI
IA,EBL,DUS
IA,EBL,DXB
IA,EBL,ESB
IA,EBL,FRA
IA,EBL,GYD
IA,EBL,IST
IA,EBL,MAN
IA,EBL,MUC
IA,EBL,TXL
IA,ISU,AMM
IA,ISU,BEY
IA,ISU,CAI
IA,ISU,CPH
IA,ISU,DXB
IA,ISU,DUS
IA,ISU,IKA
IA,ISU,IST
IA,ISU,LGW
IA,ISU,SOF
IA,NJF,AMD
IA,NJF,BAH
IA,NJF,BEY
IA,NJF,BOM
IA,NJF,CPH
IA,NJF,DEL
IA,NJF,EBL
IA,NJF,IFN
IA,NJF,IKA
IA,NJF,IST
IA,NJF,ISU
IA,NJF,KHI
IA,NJF,KWI
IA,NJF,MHD
IA,SOF,LGW
IA,SOF,MAN
IA,XNH,IKA
IA,XNH,MHD
IB,BCN,BJZ
IB,BCN,BOS
IB,BCN,EZE
IB,BCN,SFO
IB,BCN,VLC
IB,MAD,AMS
IB,MAD,ATH
IB,MAD,BHX
IB,MAD,BJZ
IB,MAD,BSL
IB,MAD,BUD
IB,MAD,CDG
IB,MAD,DBV
IB,MAD,DSS
IB,MAD,HAM
IB,MAD,HAV
IB,MAD,JNB
IB,MAD,LGW
IB,MAD,MAN
IB,MAD,MDE
IB,MAD,MVD
IB,MAD,NAP
IB,MAD,NRT
IB,MAD,PVG
IB,MAD,RNS
IB,MAD,SAL
IB,MAD,SDQ
IB,MAD,STR
IB,MAD,ZAG
IB,PMI,LEI
IB,SVQ,LEI
IB,VLC,VGO
ID,AAP,JOG
ID,AAP,YIA
ID,BPN,TRK
ID,CGK,AAP
ID,CGK,BDJ
ID,CGK,BTH
ID,CGK,BTJ
ID,CGK,DJB
ID,CGK,DTB
ID,CGK,GTO
ID,CGK,KDI
ID,CGK,KMG
ID,CGK,KNO
ID,CGK,KOE
ID,CGK,LBJ
ID,CGK,LUW
ID,CGK,MKW
ID,CGK,PDG
ID,CGK,PEN
ID,CGK,PLM
ID,CGK,PLW
ID,CGK,SIN
ID,CGK,SOQ
ID,CGK,SRG
ID,CGK,TKG
ID,CGK,TPE
ID,CGK,TTE
ID,CGK,UPG
ID,CGK,YIA
ID,DPS,AAP
ID,DPS,PER
ID,HLP,AAP
ID,HLP,AMQ
ID,HLP,BKS
ID,HLP,BPN
ID,HLP,BTH
ID,HLP,JOG
ID,HLP,KNO
ID,HLP,KOE
ID,HLP,LOP
ID,HLP,MLG
ID,HLP,PDG
ID,HLP,PKU
ID,HLP,PLM
ID,HLP,SOC
ID,HLP,SRG
ID,HLP,SUB
ID,HLP,TKG
ID,HLP,UPG
ID,KNO,KUL
ID,KUL,MAA
ID,SOQ,MKW
ID,SUB,AAP
ID,SUB,DPS
ID,SUB,LBJ
ID,SUB,SOQ
ID,UPG,AAP
ID,UPG,DJJ
ID,UPG,KDI
ID,UPG,LUW
ID,UPG,MKQ
ID,UPG,MKW
ID,UPG,PLW
ID,UPG,SOQ
ID,UPG,SUB
ID,UPG,TTE
ID,YIA,PKY
IE,GZO,BAS
IE,GZO,KGE
IE,GZO,MNY
IE,HIR,AKS
IE,HIR,PRS
IE,HIR,TRW
IE,IRA,RUS
IE,MUA,BNE
IF,BGW,AMM
IF,BGW,BEY
IF,BGW,DAM
IF,BGW,EBL
IF,BGW,ESB
IF,BGW,IST
IF,BGW,SAW
IF,BGW,SZF
IF,EBL,ADA
IF,EBL,IST
IF,EBL,SAW
IF,NJF,BEY
IF,NJF,DAM
IF,NJF,IST
IJ,NRT,CKG
IJ,NRT,CTS
IJ,NRT,HIJ
IJ,NRT,HRB
IJ,NRT,HSG
IJ,NRT,TSN
IJ,NRT,WUH
IK,ZIA,GYD
IL,AMQ,NRE
IL,AMQ,JIO
IL,AMQ,SQN
IL,DJJ,DEX
IL,DJJ,TMH
IL,DJJ,ZRI
IL,MKQ,TMH
IL,SQN,TTE
IN,BDJ,AAP
IN,BDJ,BTW
IN,BDJ,KBU
IN,BDJ,PNK
IN,BDJ,SMQ
IN,BDJ,SOC
IN,BMU,LOP
IN,BPN,BDJ
IN,BPN,TJS
IN,CGK,BUU
IN,CGK,BWX
IN,CGK,LLJ
IN,CGK,PGK
IN,CGK,PKN
IN,CGK,PLM
IN,CGK,JOG
IN,CGK,SMQ
IN,CGK,SOQ
IN,CGK,SRG
IN,CGK,TJQ
IN,CGK,TKG
IN,DJJ,NBX
IN,DJJ,WMX
IN,DPS,ARD
IN,DPS,BMU
IN,DPS,DIL
IN,DPS,JOG
IN,DPS,LBJ
IN,DPS,LOP
IN,DPS,MOF
IN,DPS,SRG
IN,DPS,SUB
IN,DPS,TMC
IN,DPS,WGP
IN,FKQ,KNG
IN,FKQ,MKW
IN,JOG,PGK
IN,JOG,PNK
IN,KOE,ENE
IN,KOE,LKA
IN,KOE,MOF
IN,KOE,TMC
IN,KOE,WGP
IN,MDC,TTE
IN,NBX,BIK
IN,PGK,BDO
IN,PGK,TJQ
IN,PKN,KTG
IN,PKN,SMQ
IN,PLM,JOG
IN,PLM,PGK
IN,PNK,KTG
IN,PNK,PSU
IN,PNK,SQG
IN,SOQ,AMQ
IN,SOQ,DJJ
IN,SOQ,FKQ
IN,SOQ,MDC
IN,SOQ,RJM
IN,SOQ,TIM
IN,SRG,BDO
IN,SRG,KTG
IN,SRG,PKN
IN,SRG,SMQ
IN,SUB,AAP
IN,SUB,BDO
IN,SUB,BTW
IN,SUB,KBU
IN,SUB,PKN
IN,SUB,SMQ
IN,TRK,AAP
IO,BQS,HTA
IO,BQS,KHV
IO,BQS,VVO
IO,CEK,NJC
IO,CEK,NUX
IO,CEK,OVB
IO,CEK,RGK
IO,GDX,KHV
IO,GDX,KPW
IO,GDX,OHO
IO,IKT,BAX
IO,IKT,FEG
IO,IKT,HRB
IO,IKT,HTA
IO,IKT,KHV
IO,IKT,KJA
IO,IKT,KYZ
IO,IKT,NER
IO,IKT,NZH
IO,IKT,ODO
IO,IKT,OMS
IO,IKT,OVB
IO,IKT,PYJ
IO,IKT,UKX
IO,IKT,ULK
IO,IKT,UUD
IO,KHV,HTA
IO,KJA,FEG
IO,KJA,GYD
IO,KJA,NZH
IO,OVB,KJA
IO,OVB,NJC
IO,ULK,YKS
IO,UUD,BQS
IO,UUD,KHV
IO,VKO,BAX
IO,VKO,KYZ
IO,VKO,SBT
IO,ZIA,KYZ
IQ,ALA,CIT
IQ,ALA,FRU
IQ,ALA,OSS
IQ,ALA,PLX
IQ,GUW,AKX
IQ,GUW,ASF
IQ,GUW,SCO
IQ,GUW,URA
IQ,TSE,AKX
IQ,TSE,ALA
IQ,TSE,CIT
IQ,TSE,DZN
IQ,TSE,GUW
IQ,TSE,PLX
IQ,TSE,PWQ
IQ,TSE,UKK
IR,AWZ,AZD
IR,BND,AEU
IR,BND,AZD
IR,BND,BDH
IR,BND,KIH
IR,BND,ZAH
IR,IFN,ABD
IR,IFN,BUZ
IR,IFN,DEF
IR,IFN,RAS
IR,IFN,TBS
IR,IKA,ADB
IR,IKA,BGW
IR,IKA,CDG
IR,IKA,KWI
IR,IKA,SVO
IR,IKA,TBS
IR,KIH,BUZ
IR,MHD,GBT
IR,MHD,NJF
IR,MHD,RUD
IR,SYZ,ABD
IR,SYZ,DXB
IR,SYZ,GSM
IR,SYZ,LFM
IR,THR,AFZ
IR,THR,AJK
IR,THR,BJB
IR,THR,DEF
IR,THR,HDM
IR,THR,IIL
IR,THR,JAR
IR,THR,KHY
IR,THR,NSH
IR,THR,PFQ
IR,THR,RZR
IR,THR,SDG
IR,THR,SRY
IR,ZAH,BND
IS,THR,BND
IS,THR,KIH
IS,THR,MHD
IS,THR,PGU
IS,THR,SYZ
IS,MHD,BND
IS,MHD,KIH
IS,MHD,PGU
IS,MHD,SYZ
IT,KHH,FUK
IT,KHH,KIX
IT,KHH,MFM
IT,KHH,NGO
IT,KHH,NRT
IT,KHH,OKA
IT,RMQ,MFM
IT,TPE,AKJ
IT,TPE,CEB
IT,TPE,CJU
IT,TPE,DMK
IT,TPE,FUK
IT,TPE,HKD
IT,TPE,HNA
IT,TPE,HND
IT,TPE,HSG
IT,TPE,IBR
IT,TPE,ICN
IT,TPE,KIX
IT,TPE,KLO
IT,TPE,MFM
IT,TPE,NGO
IT,TPE,NRT
IT,TPE,OKA
IT,TPE,OKJ
IT,TPE,PPS
IT,TPE,PUS
IT,TPE,SDJ
IT,TPE,TAE
IT,TPE,WUX
IV,IFN,NJF
IV,IFN,PGU
IV,IKA,BGW
IV,IKA,ISU
IV,IKA,NJF
IV,MHD,AWZ
IV,MHD,BGW
IV,MHD,IFN
IV,MHD,NJF
IV,MHD,PGU
IV,MHD,THR
IV,PGU,KSH
IV,PGU,RAS
IV,PGU,SRY
IV,PGU,SYZ
IV,PGU,TBZ
IV,THR,AWZ
IV,THR,DEF
IV,THR,GSM
IV,THR,KIH
IV,THR,KSH
IV,THR,SYZ
IV,THR,ZAH
IV,THR,ZBR
IW,AMQ,LUV
IW,AMQ,NAM
IW,AMQ,NBX
IW,AMQ,SOQ
IW,AMQ,SXK
IW,BDJ,BPN
IW,BDJ,BTW
IW,BDJ,KBU
IW,BDO,BKS
IW,BDO,BWX
IW,BDO,DPS
IW,BDO,HLP
IW,BDO,JOG
IW,BDO,LOP
IW,BDO,PGK
IW,BDO,PKN
IW,BDO,PNK
IW,BDO,SOC
IW,BDO,SRG
IW,BDO,SUB
IW,BDO,TJQ
IW,BEJ,SRI
IW,BJW,LBJ
IW,BPN,BDJ
IW,BPN,BEJ
IW,BPN,MJU
IW,BPN,PKY
IW,BPN,TJS
IW,BTH,BKS
IW,BTH,DUM
IW,BTH,LMU
IW,BTH,NTX
IW,BTH,RGT
IW,BTH,SIQ
IW,BTH,TNJ
IW,BUW,KDI
IW,DJB,BDO
IW,DJB,BUU
IW,DJB,TKG
IW,DJJ,DEX
IW,DJJ,NBX
IW,DJJ,WMX
IW,DOB,LUV
IW,DPS,BMU
IW,DPS,LBJ
IW,DPS,LOP
IW,DPS,MLG
IW,DPS,MOF
IW,DPS,SRG
IW,DPS,TMC
IW,DPS,WGP
IW,ENE,TMC
IW,HLP,KJT
IW,HLP,TSY
IW,HOG,KJT
IW,KNO,AEG
IW,KNO,DJB
IW,KNO,DTB
IW,KNO,DUM
IW,KNO,FLZ
IW,KNO,GNS
IW,KNO,LSW
IW,KNO,MEQ
IW,KNO,SBG
IW,KNO,TXE
IW,KOE,ABU
IW,KOE,ARD
IW,KOE,BJW
IW,KOE,ENE
IW,KOE,LBJ
IW,KOE,LKA
IW,KOE,LOP
IW,KOE,MOF
IW,KOE,RTI
IW,KOE,TMC
IW,KOE,WGP
IW,LBJ,BJW
IW,LBJ,ENE
IW,LBJ,KOE
IW,LBJ,MOF
IW,LOP,BMU
IW,LOP,LBJ
IW,LOP,SRG
IW,LOP,SWQ
IW,MDC,AMQ
IW,MDC,GLX
IW,MDC,GTO
IW,MDC,KAZ
IW,MDC,LUW
IW,MDC,MNA
IW,MDC,NAH
IW,MDC,TTE
IW,MKW,FKQ
IW,MKW,KNG
IW,NNX,TRK
IW,PDG,BKS
IW,PDG,DJB
IW,PDG,GNS
IW,PDG,PLM
IW,PGK,TJQ
IW,PKU,DJB
IW,PKU,DUM
IW,PKU,PDG
IW,PKU,TNJ
IW,PLM,BDO
IW,PLM,BKS
IW,PLM,DJB
IW,PLM,PGK
IW,PLM,PKU
IW,PLW,PXA
IW,PLM,TKG
IW,PLW,GTO
IW,PLW,LUW
IW,PLW,MOH
IW,PLW,TKG
IW,PLW,TLI
IW,PLW,UOL
IW,PNK,KCH
IW,PNK,KTG
IW,PNK,PSU
IW,PNK,SQG
IW,SMQ,PKN
IW,SMQ,PKY
IW,SOQ,FKQ
IW,SOQ,KNG
IW,SOQ,MKW
IW,SRG,KWB
IW,SRG,LOP
IW,SRG,PKN
IW,SUB,BPN
IW,SUB,BWX
IW,SUB,JBB
IW,SUB,JOG
IW,SUB,LBJ
IW,SUB,PKN
IW,SUB,SMQ
IW,SUB,SOC
IW,SUB,SRG
IW,SUB,SUP
IW,TKG,BDO
IW,TKG,BKS
IW,TTE,LAH
IW,TTE,OTI
IW,UPG,BMU
IW,UPG,BUW
IW,UPG,BTW
IW,UPG,HLP
IW,UPG,KBU
IW,UPG,KSR
IW,UPG,LLO
IW,UPG,LUW
IW,UPG,MOF
IW,UPG,MOH
IW,UPG,MJU
IW,UPG,PSJ
IW,UPG,PUM
IW,UPG,RAQ
IX,BLR,SIN
IX,BOM,DXB
IX,BOM,SHJ
IX,BOM,VGA
IX,CCJ,DOH
IX,CCJ,RKT
IX,CCJ,RUH
IX,CCJ,TRV
IX,CJB,SIN
IX,CNN,AUH
IX,CNN,DOH
IX,CNN,KWI
IX,CNN,MCT
IX,CNN,RUH
IX,CNN,SHJ
IX,COK,BLR
IX,COK,DOH
IX,COK,IXM
IX,COK,SLL
IX,DEL,AUH
IX,DEL,CJB
IX,DEL,DXB
IX,DEL,IXM
IX,DXB,ATQ
IX,DXB,JAI
IX,DXB,LKO
IX,DXB,PNQ
IX,IXE,KWI
IX,IXE,MCT
IX,IXM,SIN
IX,MAA,SIN
IX,SHJ,IXC
IX,SHJ,STV
IX,SHJ,VNS
IX,TRZ,DXB
IX,TRZ,SHJ
IZ,TLV,BEG
IZ,TLV,BKK
IZ,TLV,COK
IZ,TLV,ETM
IZ,TLV,OTP
IZ,TLV,STN
J2,GYD,ALA
J2,GYD,ASF
J2,GYD,BGW
J2,GYD,BUS
J2,GYD,DEL
J2,GYD,EBL
J2,GYD,GVA
J2,GYD,HRK
J2,GYD,JFK
J2,GYD,KWI
J2,GYD,KZN
J2,GYD,ODS
J2,GYD,SHJ
J2,GYD,TAS
J2,GYD,TXL
J2,GYD,UFA
J2,GYD,VKO
J2,KVD,VKO
J3,YEG,YPY
J3,YLW,YXX
J4,KRT,ADD
J4,KRT,CAI
J4,KRT,DXB
J4,KRT,EBD
J4,KRT,IST
J4,KRT,JED
J4,KRT,JUB
J4,KRT,KAN
J4,KRT,KSL
J4,KRT,RSS
J9,KWI,AAN
J9,KWI,AMD
J9,KWI,BOM
J9,KWI,COK
J9,KWI,DOH
J9,KWI,HYD
J9,KWI,GYD
J9,KWI,IST
J9,KWI,LHE
J9,KWI,LGW
J9,KWI,TBS
JA,ARI,ANF
JA,CCP,ANF
JA,CCP,CJC
JA,CCP,IQQ
JA,CCP,LSC
JA,CJC,ARI
JA,LSC,ANF
JA,LSC,CJC
JA,LSC,COR
JA,LSC,IQQ
JA,LSC,MDZ
JA,PMC,PUQ
JA,SCL,ANF
JA,SCL,ARI
JA,SCL,BBA
JA,SCL,CCP
JA,SCL,CJC
JA,SCL,COR
JA,SCL,CPO
JA,SCL,EPA
JA,SCL,IQQ
JA,SCL,LIM
JA,SCL,LSC
JA,SCL,MDZ
JA,SCL,PMC
JA,SCL,PUQ
JA,SCL,SSA
JA,SCL,ZAL
JA,SCL,ZCO
JD,CAN,TSN
JD,CGO,CAN
JD,CGQ,CSX
JD,CTU,MAD
JD,CTU,URC
JD,HET,CSX
JD,HET,KWE
JD,HFE,KWL
JD,HAK,JIQ
JD,HAK,MXZ
JD,HAK,NNG
JD,HAK,TNA
JD,HAK,TVS
JD,HAK,TXN
JD,HAK,WNZ
JD,HAK,YIH
JD,HGH,CKG
JD,HGH,CTU
JD,HGH,CXR
JD,HGH,ENH
JD,HGH,FSZ
JD,HGH,HET
JD,HGH,INC
JD,HGH,KIX
JD,HGH,NNG
JD,HGH,OKA
JD,HGH,SPN
JD,HGH,SVO
JD,HGH,UYN
JD,HRB,CGO
JD,HRB,TVS
JD,KMG,JHG
JD,KMG,LFQ
JD,KMG,XUZ
JD,KWL,LYI
JD,LJG,CGO
JD,LJG,CKG
JD,LJG,CSX
JD,LJG,HFE
JD,LJG,NGB
JD,LJG,PVG
JD,LJG,XMN
JD,NKG,CKG
JD,NKG,ENH
JD,NKG,KWL
JD,NKG,LHW
JD,PKX,BAV
JD,PKX,ERL
JD,PKX,HGH
JD,PKX,KHN
JD,PKX,MLE
JD,PKX,MXZ
JD,PKX,SYX
JD,PKX,URC
JD,PKX,XMN
JD,PKX,XNN
JD,PKX,YIH
JD,SHE,FOC
JD,SHE,HFE
JD,SHE,LFQ
JD,SHE,TVS
JD,SHE,TXN
JD,SHE,WUH
JD,SHE,WUT
JD,SHE,XUZ
JD,SJW,HAK
JD,SJW,HET
JD,SJW,NKG
JD,SYX,HFE
JD,SYX,LYI
JD,SYX,TNA
JD,SYX,TYN
JD,SYX,YIC
JD,TAO,CSX
JD,TAO,CTU
JD,TAO,KHN
JD,TAO,LHR
JD,TAO,MEL
JD,TAO,NKG
JD,TAO,SVO
JD,TAO,SYD
JD,TAO,WUT
JD,TAO,XNN
JD,TAO,YVR
JD,TNA,WUH
JD,WUT,XNN
JD,XIY,DLU
JD,XIY,ENH
JD,XIY,JIQ
JD,XIY,NNG
JD,XIY,TVS
JD,XIY,WUT
JD,XIY,XMN
JD,XIY,YIC
JD,XNN,WUT
JD,XNN,YUS
JE,DUR,HLA
JH,CTS,GAJ
JH,FSZ,IZO
JH,NKM,FUK
JH,NKM,IZO
JH,NKM,KKJ
JH,SDJ,IZO
JI,IKA,NJF
JI,THR,KIH
JI,THR,MHD
JI,THR,SYZ
JJ,BSB,AJU
JJ,BSB,BPS
JJ,BSB,BVB
JJ,BSB,IGU
JJ,BSB,IOS
JJ,BSB,MCP
JJ,BSB,PUJ
JJ,BSB,STM
JJ,CGH,JJG
JJ,CGH,MCZ
JJ,CGH,REC
JJ,CNF,FLN
JJ,CNF,FOR
JJ,CNF,REC
JJ,CWB,FOR
JJ,FOR,POA
JJ,FOR,VIX
JJ,GIG,GYN
JJ,GIG,MVD
JJ,GRU,BCN
JJ,GRU,BOS
JJ,GRU,CLV
JJ,GRU,COR
JJ,GRU,FCO
JJ,GRU,IMP
JJ,GRU,JTC
JJ,GRU,LIS
JJ,GRU,MDZ
JJ,GRU,PDP
JJ,GRU,PMW
JJ,GRU,PVH
JJ,GRU,SDU
JJ,GRU,TUC
JJ,GRU,UDI
JJ,MIA,FOR
JL,FUK,ASJ
JL,FUK,KCZ
JL,FUK,KMI
JL,FUK,MYJ
JL,FUK,TKS
JL,HKD,OIR
JL,HKD,OKD
JL,HND,CAN
JL,HND,JFK
JL,HND,MNL
JL,HND,PVG
JL,ITM,IZO
JL,KIX,LAX
JL,KOJ,ASJ
JL,KOJ,TKN
JL,NRT,KOA
JL,NRT,MEL
JL,OKD,HKD
JL,OKD,KUH
JL,OKD,MSJ
JL,OKD,RIS
JM,NBO,BJM
JM,NBO,EBB
JM,NBO,EDL
JM,NBO,KIS
JM,NBO,KGL
JM,NBO,MBA
JM,NBO,MGQ
JM,NBO,MYD
JM,NBO,UKA
JN,LLA,PJA
JQ,ADL,HBA
JQ,ADL,MCY
JQ,AKL,NPE
JQ,AKL,NPL
JQ,AKL,NSN
JQ,AKL,PMR
JQ,BNE,AYQ
