Airline ID,Departure,Destination
ET,ABV,COO
ET,ABV,LFW
ET,ABV,NDJ
ET,ABV,NIM
ET,ACC,ADD
ET,ACC,FNA
ET,ACC,LFW
ET,ACC,MLW
ET,ADD,ABV
ET,ADD,ACC
ET,ADD,AMH
ET,ADD,ASO
ET,ADD,AXU
ET,ADD,BEY
ET,ADD,BJR
ET,ADD,BKK
ET,ADD,BKO
ET,ADD,BOM
ET,ADD,CAI
ET,ADD,CAN
ET,ADD,CDG
ET,ADD,COO
ET,ADD,DAR
ET,ADD,DEL
ET,ADD,DIR
ET,ADD,DLA
ET,ADD,DMM
ET,ADD,DXB
ET,ADD,EBB
ET,ADD,ENU
ET,ADD,FBM
ET,ADD,FCO
ET,ADD,FIH
ET,ADD,FRA
ET,ADD,GDQ
ET,ADD,GMB
ET,ADD,HGA
ET,ADD,HKG
ET,ADD,HRE
ET,ADD,JED
ET,ADD,JIB
ET,ADD,JIJ
ET,ADD,JIM
ET,ADD,JNB
ET,ADD,JRO
ET,ADD,JUB
ET,ADD,KGL
ET,ADD,KRT
ET,ADD,KWI
ET,ADD,LAD
ET,ADD,LBV
ET,ADD,LFW
ET,ADD,LHR
ET,ADD,LLW
ET,ADD,LOS
ET,ADD,LUN
ET,ADD,MBA
ET,ADD,MCT
ET,ADD,MPM
ET,ADD,MQX
ET,ADD,NBO
ET,ADD,NDJ
ET,ADD,NIM
ET,ADD,OUA
ET,ADD,PEK
ET,ADD,PNR
ET,ADD,PVG
ET,ADD,RUH
ET,ADD,SSG
ET,ADD,SZE
ET,ADD,TLV
ET,ADL,SIN
ET,AKL,SIN
ET,AMH,ADD
ET,AMS,FRA
ET,ARN,ADD
ET,ARN,CPH
ET,ARN,FRA
ET,ARN,HEL
ET,ARN,OSL
ET,ASO,ADD
ET,AXU,ADD
ET,AXU,LLI
ET,BCN,FRA
ET,BEY,ADD
ET,BGF,DLA
ET,BJM,KGL
ET,BJR,ADD
ET,BJR,LLI
ET,BKK,ADD
ET,BKK,ICN
ET,BKK,KUL
ET,BKK,SIN
ET,BKO,ADD
ET,BKO,CKY
ET,BKO,DKR
ET,BKO,LFW
ET,BKO,OUA
ET,BLZ,ADD
ET,BLZ,JNB
ET,BLZ,LLW
ET,BNE,SIN
ET,BOM,ADD
ET,BRU,CDG
ET,BRU,FRA
ET,BUD,FRA
ET,BZV,ADD
ET,BZV,DLA
ET,CAI,ADD
ET,CAI,LCA
ET,CAN,ADD
ET,CDG,ADD
ET,CDG,BRU
ET,CHC,SIN
ET,CKY,ABJ
ET,CKY,BKO
ET,CKY,DKR
ET,CKY,LFW
ET,CKY,OXB
ET,COO,ABJ
ET,COO,ABV
ET,COO,ADD
ET,COO,LFW
ET,COO,NIM
ET,CPH,ARN
ET,CPH,FRA
ET,DAR,ADD
ET,DAR,LLW
ET,DAR,ZNZ
ET,DEL,ADD
ET,DIR,ADD
ET,DIR,JIB
ET,DIR,JIJ
ET,DKR,BKO
ET,DKR,CKY
ET,DLA,ADD
ET,DLA,BGF
ET,DLA,BZV
ET,DLA,LFW
ET,DLA,NDJ
ET,DLA,SSG
ET,DMM,ADD
ET,DUS,FRA
ET,DXB,ADD
ET,DXB,SIN
ET,EBB,ADD
ET,EBB,KGL
ET,ENU,ADD
ET,FBM,NLA
ET,FCO,ADD
ET,FCO,MXP
ET,FIH,BZV
ET,FIH,LBV
ET,FNA,ACC
ET,FNA,MLW
ET,FRA,ADD
ET,FRA,AMS
ET,FRA,ARN
ET,FRA,BCN
ET,FRA,BRU
ET,FRA,BUD
ET,FRA,CPH
ET,FRA,DUS
ET,FRA,GOT
ET,FRA,GVA
ET,FRA,HEL
ET,FRA,JED
ET,FRA,JFK
ET,FRA,LIS
ET,FRA,LYS
ET,FRA,MAD
ET,FRA,MRS
ET,FRA,MUC
ET,FRA,MXP
ET,FRA,OSL
ET,FRA,OTP
ET,FRA,PRG
ET,FRA,TLS
ET,FRA,TXL
ET,FRA,VIE
ET,FRA,WAW
ET,FRA,ZRH
ET,GDE,JIJ
ET,GDQ,ADD
ET,GDQ,LLI
ET,GIG,GRU
ET,GMB,ADD
ET,GMB,ASO
ET,GOT,FRA
ET,GRU,LFW
ET,GVA,FRA
ET,HEL,ARN
ET,HEL,FRA
ET,HGA,ADD
ET,HKG,ADD
ET,HKG,ICN
ET,HRE,ADD
ET,HRE,LLW
ET,HRE,LUN
ET,IAD,ADD
ET,ICN,BKK
ET,ICN,HKG
ET,JED,ADD
ET,JED,FRA
ET,JFK,FRA
ET,JIB,ADD
ET,JIB,DIR
ET,JIJ,ADD
ET,JIJ,DIR
ET,JIJ,GDE
ET,JIM,ADD
ET,JIM,AMH
ET,JNB,ADD
ET,JNB,BLZ
ET,JNB,WDH
ET,JRO,ADD
ET,JRO,ZNZ
ET,JUB,ADD
ET,KGL,ADD
ET,KGL,BJM
ET,KRT,ADD
ET,KUL,BKK
ET,KWI,ADD
ET,LAD,ADD
ET,LBV,ADD
ET,LBV,FIH
ET,LBV,LFW
ET,LBV,LOS
ET,LBV,NSI
ET,LBV,PNR
ET,LCA,CAI
ET,LFW,ABJ
ET,LFW,ABV
ET,LFW,ACC
ET,LFW,ADD
ET,LFW,BKO
ET,LFW,CKY
ET,LFW,COO
ET,LFW,DLA
ET,LFW,GIG
ET,LFW,LBV
ET,LFW,LOS
ET,LFW,OUA
ET,LHR,ADD
ET,LHR,YYZ
ET,LIS,FRA
ET,LLI,ADD
ET,LLI,AXU
ET,LLI,GDQ
ET,LLW,BLZ
ET,LLW,DAR
ET,LLW,HRE
ET,LLW,LUN
ET,LOS,ABJ
ET,LOS,ADD
ET,LOS,LBV
ET,LOS,LFW
ET,LUN,ADD
ET,LUN,BLZ
ET,LUN,HRE
ET,LUN,LLW
ET,LYS,FRA
ET,MAD,FRA
ET,MBA,ADD
ET,MBA,JRO
ET,MCT,ADD
ET,MEL,SIN
ET,MLW,ACC
ET,MLW,FNA
ET,MPM,ADD
ET,MQX,ADD
ET,MQX,SHC
ET,MQX,SZE
ET,MRS,FRA
ET,MUC,FRA
ET,MXP,FCO
ET,MXP,FRA
ET,NBO,ADD
ET,NDJ,ABV
ET,NDJ,ADD
ET,NDJ,DLA
ET,NDJ,NIM
ET,NIM,ABV
ET,NIM,ADD
ET,NIM,COO
ET,NIM,NDJ
ET,NIM,OUA
ET,NLA,ADD
ET,NSI,LBV
ET,OSL,ARN
ET,OSL,FRA
ET,OTP,FRA
ET,OUA,ABJ
ET,OUA,ADD
ET,OUA,BKO
ET,OUA,LFW
ET,OUA,NIM
ET,OXB,CKY
ET,PEK,ADD
ET,PER,SIN
ET,PNR,ADD
ET,PNR,LBV
ET,PRG,FRA
ET,PVG,ADD
ET,RUH,ADD
ET,SHC,MQX
ET,SIN,ADL
ET,SIN,AKL
ET,SIN,BKK
ET,SIN,BNE
ET,SIN,CHC
ET,SIN,DXB
ET,SIN,MEL
ET,SIN,PER
ET,SIN,SYD
ET,SOF,FRA
ET,SSG,ADD
ET,SSG,DLA
ET,SYD,SIN
ET,SZE,ADD
ET,SZE,MQX
ET,TLS,FRA
ET,TLV,ADD
ET,TXL,FRA
ET,VIE,FRA
ET,WAW,FRA
ET,WDH,JNB
ET,YYZ,ADD
ET,ZNZ,ADD
ET,ZNZ,JRO
ET,ZRH,FRA
EU,BHY,CKG
EU,BHY,CTU
EU,CAN,CTU
EU,CGQ,TNA
EU,CKG,BHY
EU,CSX,CTU
EU,CSX,HGH
EU,CSX,NGB
EU,CSX,NKG
EU,CSX,SYX
EU,CTU,BHY
EU,CTU,CAN
EU,CTU,CSX
EU,CTU,HGH
EU,CTU,JGS
EU,CTU,JHG
EU,CTU,JNG
EU,CTU,JZH
EU,CTU,KMG
EU,CTU,KWE
EU,CTU,LJG
EU,CTU,LYG
EU,CTU,LZH
EU,CTU,NKG
EU,CTU,PVG
EU,CTU,SYX
EU,CTU,SZX
EU,CTU,TNA
EU,CTU,TSN
EU,CTU,WNZ
EU,CTU,WUH
EU,CTU,XIY
EU,CTU,ZYI
EU,FOC,KWE
EU,HGH,CSX
EU,HGH,CTU
EU,HGH,SYX
EU,HYN,WUH
EU,JGS,CTU
EU,JGS,XMN
EU,JHG,CTU
EU,JHG,KMG
EU,JNG,CTU
EU,JNG,SHE
EU,JZH,CTU
EU,KMG,CTU
EU,KMG,JHG
EU,KMG,LZH
EU,KWE,CTU
EU,KWE,FOC
EU,LJG,CTU
EU,LYG,CTU
EU,LYG,SHE
EU,LZH,CTU
EU,LZH,KMG
EU,LZH,SZX
EU,LZH,XMN
EU,NGB,CSX
EU,NKG,CSX
EU,NKG,CTU
EU,PVG,CTU
EU,SHE,JNG
EU,SHE,LYG
EU,SYX,CSX
EU,SYX,CTU
EU,SYX,HGH
EU,SZX,CTU
EU,SZX,LZH
EU,TAO,XIY
EU,TNA,CGQ
EU,TNA,CTU
EU,TSN,CTU
EU,WNZ,CTU
EU,WUH,CTU
EU,WUH,HYN
EU,XIY,CTU
EU,XIY,TAO
EU,XMN,JGS
EU,XMN,LZH
EU,ZYI,CTU
EW,HAM,AMS
EY,ALA,AUH
EY,AMD,AUH
EY,AMM,AUH
EY,AMS,AUH
EY,AMS,BEG
EY,AMS,LIS
EY,AMS,OPO
EY,ARN,BEG
EY,ATH,AUH
EY,ATL,ORD
EY,AUH,ALA
EY,AUH,AMD
EY,AUH,AMM
EY,AUH,AMS
EY,AUH,ATH
EY,AUH,BAH
EY,AUH,BEG
EY,AUH,BEY
EY,AUH,BGW
EY,AUH,BKK
EY,AUH,BLR
EY,AUH,BOM
EY,AUH,BRU
EY,AUH,BSR
EY,AUH,CAI
EY,AUH,CCJ
EY,AUH,CDG
EY,AUH,CGK
EY,AUH,CMB
EY,AUH,CMN
EY,AUH,COK
EY,AUH,CTU
EY,AUH,DAC
EY,AUH,DEL
EY,AUH,DME
EY,AUH,DMM
EY,AUH,DOH
EY,AUH,DUB
EY,AUH,DUS
EY,AUH,EBL
EY,AUH,FCO
EY,AUH,FRA
EY,AUH,GRU
EY,AUH,GVA
EY,AUH,HKG
EY,AUH,HKT
EY,AUH,HYD
EY,AUH,IAD
EY,AUH,ICN
EY,AUH,IKA
EY,AUH,ISB
EY,AUH,IST
EY,AUH,JAI
EY,AUH,JED
EY,AUH,JFK
EY,AUH,JNB
EY,AUH,KHI
EY,AUH,KRT
EY,AUH,KTM
EY,AUH,KUL
EY,AUH,KWI
EY,AUH,LCA
EY,AUH,LHE
EY,AUH,LHR
EY,AUH,LOS
EY,AUH,MAA
EY,AUH,MAN
EY,AUH,MCT
EY,AUH,MED
EY,AUH,MEL
EY,AUH,MLE
EY,AUH,MNL
EY,AUH,MSQ
EY,AUH,MUC
EY,AUH,MXP
EY,AUH,NBO
EY,AUH,NRT
EY,AUH,ORD
EY,AUH,PEK
EY,AUH,PEW
EY,AUH,PVG
EY,AUH,RUH
EY,AUH,SAH
EY,AUH,SEZ
EY,AUH,SGN
EY,AUH,SIN
EY,AUH,SYD
EY,AUH,TRV
EY,AUH,TSE
EY,AUH,TXL
EY,AUH,YYZ
EY,BAH,AUH
EY,BEG,AMS
EY,BEG,ARN
EY,BEG,AUH
EY,BEG,FRA
EY,BEG,LHR
EY,BEY,AUH
EY,BGW,AUH
EY,BKK,AUH
EY,BKK,CNX
EY,BKK,HKG
EY,BKK,HKT
EY,BKK,KBV
EY,BKK,LPQ
EY,BKK,MDL
EY,BLR,AUH
EY,BNE,SIN
EY,BOM,AUH
EY,BOM,HKG
EY,BRU,AUH
EY,BRU,EWR
EY,BRU,YYZ
EY,BSR,AUH
EY,BUD,FCO
EY,CAI,AUH
EY,CCJ,AUH
EY,CDG,AUH
EY,CDG,JFK
EY,CDG,TLS
EY,CGK,AUH
EY,CGK,HKG
EY,CGK,PER
EY,CMB,AUH
EY,CMN,AUH
EY,CNX,BKK
EY,COK,AUH
EY,CTU,AUH
EY,DAC,AUH
EY,DEL,AUH
EY,DEL,HKG
EY,DME,AUH
EY,DMM,AUH
EY,DOH,AUH
EY,DUB,AUH
EY,DUS,AUH
EY,EBL,AUH
EY,EWR,BRU
EY,FCO,AUH
EY,FCO,BUD
EY,FCO,MLA
EY,FCO,OTP
EY,FCO,ZRH
EY,FRA,AUH
EY,FRA,BEG
EY,GRU,AUH
EY,GVA,AUH
EY,HKG,AUH
EY,HKG,BKK
EY,HKG,BOM
EY,HKG,CGK
EY,HKG,DEL
EY,HKT,AUH
EY,HKT,BKK
EY,HRI,CMB
EY,HYD,AUH
EY,IAD,AUH
EY,ICN,AUH
EY,IKA,AUH
EY,ISB,AUH
EY,IST,AUH
EY,JAI,AUH
EY,JED,AUH
EY,JFK,AUH
EY,JFK,CDG
EY,JFK,LAS
EY,JFK,MSY
EY,JNB,AUH
EY,KBV,BKK
EY,KHI,AUH
EY,KRT,AUH
EY,KTM,AUH
EY,KUL,AUH
EY,KWI,AUH
EY,LAS,JFK
EY,LCA,AUH
EY,LHE,AUH
EY,LHR,AUH
EY,LIS,AGP
EY,LIS,AMS
EY,LIS,PXO
EY,LOS,AUH
EY,LPQ,BKK
EY,MAA,AUH
EY,MAN,AUH
EY,MCT,AUH
EY,MDL,BKK
EY,MED,AUH
EY,MEL,AUH
EY,MLE,AUH
EY,MLE,HRI
EY,MNL,AUH
EY,MRS,CDG
EY,MSQ,AUH
EY,MSY,JFK
EY,MUC,AUH
EY,MXP,AUH
EY,NBO,AUH
EY,NGO,PEK
EY,NRT,AUH
EY,OPO,AMS
EY,ORD,ATL
EY,ORD,AUH
EY,ORD,MSY
EY,ORD,YUL
EY,ORD,YYZ
EY,OTP,FCO
EY,PEK,AUH
EY,PEK,NGO
EY,PER,CGK
EY,PEW,AUH
EY,PVG,AUH
EY,PXO,LIS
EY,RUH,AUH
EY,SAH,AUH
EY,SEZ,AUH
EY,SGN,AUH
EY,SIN,AUH
EY,SIN,BNE
EY,SYD,AUH
EY,TRV,AUH
EY,TSE,AUH
EY,TXL,AUH
EY,YUL,ORD
EY,YYZ,AUH
EY,YYZ,BRU
EY,YYZ,ORD
EY,ZRH,FCO
F2,ASV,WIL
F2,JRO,WIL
F2,LAU,WIL
F2,MRE,WIL
F2,NYK,UAS
F2,NYK,WIL
F2,UAS,NYK
F2,UKA,WIL
F2,WIL,JRO
F2,WIL,LAU
F2,WIL,MRE
F2,WIL,NYK
F2,WIL,UAS
F2,WIL,UKA
F5,CAB,LAD
F5,LAD,SSY
F5,LAD,SZA
F5,SSY,LAD
F5,SZA,LAD
F7,AMS,LEJ
F7,BEG,GVA
F7,BOD,GVA
F7,BZO,FCO
F7,CDG,LEJ
F7,CTA,LMP
F7,FCO,BZO
F7,FCO,GVA
F7,FLR,GVA
F7,FLR,ZRH
F7,GVA,BEG
F7,GVA,BOD
F7,GVA,FCO
F7,GVA,FLR
F7,GVA,LUG
F7,GVA,STR
F7,GVA,TLS
F7,GVA,VLC
F7,GVA,ZRH
F7,LEJ,AMS
F7,LEJ,CDG
F7,LEJ,ZRH
F7,LMP,CTA
F7,LMP,PMO
F7,LUG,GVA
F7,PMO,LMP
F7,PMO,PNL
F7,PNL,PMO
F7,PNL,TPS
F7,STR,GVA
F7,TLS,GVA
F7,TPS,PNL
F7,TRN,ZRH
F7,VLC,GVA
F7,ZRH,FLR
F7,ZRH,GVA
F7,ZRH,LEJ
F7,ZRH,TRN
F9,AIA,CDR
F9,ALS,DEN
F9,ALS,FMN
F9,ATL,DEN
F9,ATL,TTN
F9,ATY,PIR
F9,AUS,DEN
F9,BIS,DEN
F9,BKG,DEN
F9,BMI,DEN
F9,BMI,MCO
F9,BNA,DEN
F9,BNA,TTN
F9,BZN,DEN
F9,CDR,DEN
F9,CID,DEN
F9,CLE,CUN
F9,CLE,DEN
F9,CLE,PUJ
F9,CLE,TTN
F9,CLT,TTN
F9,CUN,CLE
F9,CUN,DEN
F9,CUN,MCI
F9,CUN,PHL
F9,CUN,PIT
F9,CUN,STL
F9,CVG,DEN
F9,CVG,TTN
F9,CYS,DEN
F9,CYS,WRL
F9,CZM,DEN
F9,DCA,DEN
F9,DDC,DEN
F9,DDC,LBL
F9,DEN,AIA
F9,DEN,ALS
F9,DEN,ATL
F9,DEN,AUS
F9,DEN,BIS
F9,DEN,BKG
F9,DEN,BMI
F9,DEN,BNA
F9,DEN,BZN
F9,DEN,CID
F9,DEN,CLE
F9,DEN,CUN
F9,DEN,CVG
F9,DEN,CYS
F9,DEN,CZM
F9,DEN,DCA
F9,DEN,DFW
F9,DEN,DSM
F9,DEN,DTW
F9,DEN,EUG
F9,DEN,FAR
F9,DEN,FAT
F9,DEN,FLL
F9,DEN,FMN
F9,DEN,FSD
F9,DEN,GEG
F9,DEN,GSO
F9,DEN,IAH
F9,DEN,ILG
F9,DEN,IND
F9,DEN,LAS
F9,DEN,LAX
F9,DEN,LGA
F9,DEN,LIR
F9,DEN,LIT
F9,DEN,MCI
F9,DEN,MCO
F9,DEN,MDT
F9,DEN,MDW
F9,DEN,MEM
F9,DEN,MKE
F9,DEN,MOT
F9,DEN,MSN
F9,DEN,MSP
F9,DEN,MSY
F9,DEN,OKC
F9,DEN,OMA
F9,DEN,PDX
F9,DEN,PHF
F9,DEN,PHX
F9,DEN,PIR
F9,DEN,PSP
F9,DEN,PVR
F9,DEN,RSW
F9,DEN,SAN
F9,DEN,SBA
F9,DEN,SEA
F9,DEN,SFO
F9,DEN,SJD
F9,DEN,SJO
F9,DEN,SLC
F9,DEN,SNA
F9,DEN,STL
F9,DEN,TPA
F9,DEN,TYS
F9,DFW,DEN
F9,DSM,DEN
F9,DTW,DEN
F9,DTW,ILG
F9,DTW,TTN
F9,EUG,DEN
F9,FAR,DEN
F9,FAT,DEN
F9,FLL,DEN
F9,FLL,TTN
F9,FMN,ALS
F9,FMN,DEN
F9,FMN,SOW
F9,FSD,DEN
F9,GEG,DEN
F9,GSO,DEN
F9,HON,PIR
F9,IAH,DEN
F9,IGM,PGA
F9,ILG,DEN
F9,ILG,DTW
F9,ILG,MCO
F9,ILG,MDW
F9,ILG,RSW
F9,ILG,TPA
F9,IND,DEN
F9,IND,TTN
F9,LAS,DEN
F9,LAX,DEN
F9,LAX,IGM
F9,LBL,DDC
F9,LBL,DEN
F9,LGA,DEN
F9,LIR,DEN
F9,LIT,DEN
F9,MBJ,ORD
F9,MBJ,STL
F9,MCI,CUN
F9,MCI,DEN
F9,MCO,BMI
F9,MCO,DEN
F9,MCO,ILG
F9,MCO,MDT
F9,MCO,TTN
F9,MDT,DEN
F9,MDT,MCO
F9,MDW,DEN
F9,MDW,ILG
F9,MDW,TTN
F9,MEM,DEN
F9,MKE,DEN
F9,MOT,DEN
F9,MSN,DEN
F9,MSP,DEN
F9,MSY,DEN
F9,OKC,DEN
F9,OMA,DEN
F9,ORD,MBJ
F9,ORD,PUJ
F9,ORD,PVR
F9,ORD,SJD
F9,PDX,DEN
F9,PGA,DEN
F9,PHF,DEN
F9,PHL,CUN
F9,PHL,PUJ
F9,PHX,DEN
F9,PHX,SOW
F9,PIR,ATY
F9,PIR,DEN
F9,PIR,HON
F9,PIT,CUN
F9,PIT,PUJ
F9,PSP,DEN
F9,PUJ,CLE
F9,PUJ,ORD
F9,PUJ,PHL
F9,PUJ,PIT
F9,PUJ,STL
F9,PVR,DEN
F9,PVR,ORD
F9,PVR,STL
F9,RDU,TTN
F9,RSW,DEN
F9,RSW,ILG
F9,RSW,TTN
F9,SAN,DEN
F9,SBA,DEN
F9,SEA,DEN
F9,SFO,DEN
F9,SJD,DEN
F9,SJD,ORD
F9,SJO,DEN
F9,SLC,DEN
F9,SNA,DEN
F9,SOW,FMN
F9,SOW,PHX
F9,STL,CUN
F9,STL,DEN
F9,STL,MBJ
F9,STL,PUJ
F9,STL,PVR
F9,TPA,DEN
F9,TPA,ILG
F9,TPA,TTN
F9,TTN,ATL
F9,TTN,BNA
F9,TTN,CLE
F9,TTN,CLT
F9,TTN,CVG
F9,TTN,DTW
F9,TTN,FLL
F9,TTN,IND
F9,TTN,MCO
F9,TTN,MDW
F9,TTN,RDU
F9,TTN,RSW
F9,TTN,TPA
F9,TTN,UST
F9,TYS,DEN
F9,UST,TTN
F9,WRL,CYS
FB,AGP,SOF
FB,AMS,SOF
FB,ATH,SOF
FB,BCN,SOF
FB,BOJ,LED
FB,BOJ,SOF
FB,BOJ,SVO
FB,BOJ,VAR
FB,BRU,SOF
FB,CDG,SOF
FB,FCO,SOF
FB,FRA,SOF
FB,LCA,SOF
FB,LED,BOJ
FB,LHR,SOF
FB,MAD,SOF
FB,MXP,SOF
FB,OTP,SOF
FB,PFO,SOF
FB,PMI,SOF
FB,PRG,SOF
FB,SOF,AGP
FB,SOF,AMS
FB,SOF,ATH
FB,SOF,BCN
FB,SOF,BOJ
FB,SOF,BRU
FB,SOF,CDG
FB,SOF,FCO
FB,SOF,FRA
FB,SOF,LCA
FB,SOF,LHR
FB,SOF,MAD
FB,SOF,MXP
FB,SOF,OTP
FB,SOF,PFO
FB,SOF,PMI
FB,SOF,PRG
FB,SOF,SVO
FB,SOF,TLV
FB,SOF,TXL
FB,SOF,VAR
FB,SOF,VIE
FB,SOF,WAW
FB,SOF,ZRH
FB,SVO,BOJ
FB,SVO,SOF
FB,SVO,VAR
FB,TLV,SOF
FB,TXL,SOF
FB,VAR,BOJ
FB,VAR,SOF
FB,VAR,SVO
FB,VIE,SOF
FB,WAW,SOF
FB,ZRH,SOF
FD,CAN,DMK
FD,CEI,DMK
FD,CKG,DMK
FD,CNX,DMK
FD,CNX,HDY
FD,CNX,HGH
FD,CNX,HKG
FD,CNX,HKT
FD,CNX,KBV
FD,CNX,MFM
FD,CSX,DMK
FD,DMK,CAN
FD,DMK,CEI
FD,DMK,CKG
FD,DMK,CNX
FD,DMK,CSX
FD,DMK,DPS
FD,DMK,HAN
FD,DMK,HDY
FD,DMK,HGH
FD,DMK,HKG
FD,DMK,HKT
FD,DMK,KBV
FD,DMK,KKC
FD,DMK,KMG
FD,DMK,KOP
FD,DMK,KUL
FD,DMK,MAA
FD,DMK,MDL
FD,DMK,MFM
FD,DMK,NAW
FD,DMK,NGB
FD,DMK,NST
FD,DMK,PEN
FD,DMK,PHS
FD,DMK,PNH
FD,DMK,REP
FD,DMK,RGN
FD,DMK,SGN
FD,DMK,SIN
FD,DMK,SZX
FD,DMK,TST
FD,DMK,UBP
FD,DMK,URT
FD,DMK,UTH
FD,DMK,WUH
FD,DMK,XIY
FD,DPS,DMK
FD,HAN,DMK
FD,HDY,CNX
FD,HDY,DMK
FD,HGH,CNX
FD,HGH,DMK
FD,HKG,CNX
FD,HKG,DMK
FD,HKG,HKT
FD,HKT,CNX
FD,HKT,DMK
FD,HKT,HKG
FD,HKT,SIN
FD,HKT,UTH
FD,KBV,CNX
FD,KBV,DMK
FD,KBV,SIN
FD,KKC,DMK
FD,KMG,DMK
FD,KOP,DMK
FD,KUL,DMK
FD,MAA,DMK
FD,MDL,DMK
FD,MFM,CNX
FD,MFM,DMK
FD,NAW,DMK
FD,NGB,DMK
FD,NST,DMK
FD,PEN,DMK
FD,PHS,DMK
FD,PNH,DMK
FD,REP,DMK
FD,RGN,DMK
FD,SGN,DMK
FD,SIN,DMK
FD,SIN,HKT
FD,SIN,KBV
FD,SZX,DMK
FD,TST,DMK
FD,UBP,DMK
FD,URT,DMK
FD,UTH,DMK
FD,UTH,HKT
FD,WUH,DMK
FD,XIY,DMK
FE,CTU,KHH
FE,HFE,TPE
FE,INC,TPE
FE,KHH,CTU
FE,KHH,NNG
FE,KWE,TPE
FE,NNG,KHH
FE,NNG,TSA
FE,SJW,TPE
FE,TPE,HFE
FE,TPE,INC
FE,TPE,KWE
FE,TPE,SJW
FE,TSA,NNG
FE,TSA,TSN
FE,TSA,TYN
FE,TSN,TSA
FE,TYN,TSA
FG,DEL,KBL
FG,DEL,KDH
FG,DXB,KBL
FG,DXB,KDH
FG,ESB,IST
FG,GYD,KBL
FG,GYD,SVO
FG,HEA,KBL
FG,JED,KWI
FG,KBL,DEL
FG,KBL,DXB
FG,KBL,ESB
FG,KBL,GYD
FG,KBL,HEA
FG,KBL,KDH
FG,KBL,KWI
FG,KDH,DEL
FG,KDH,DXB
FG,KDH,KBL
FG,KWI,JED
FG,KWI,KBL
FG,SVO,GYD
FI,AMS,KEF
FI,ARN,KEF
FI,BGO,SVG
FI,BGO,TRD
FI,BLL,KEF
FI,BOS,KEF
FI,BRU,KEF
FI,CDG,KEF
FI,CPH,KEF
FI,DEN,KEF
FI,EWR,KEF
FI,FRA,KEF
FI,GLA,KEF
FI,HEL,KEF
FI,IAD,KEF
FI,JFK,KEF
FI,KEF,AMS
FI,KEF,ARN
FI,KEF,BGO
FI,KEF,BLL
FI,KEF,BOS
FI,KEF,BRU
FI,KEF,CDG
FI,KEF,CPH
FI,KEF,DEN
FI,KEF,EWR
FI,KEF,FRA
FI,KEF,GLA
FI,KEF,HEL
FI,KEF,IAD
FI,KEF,JFK
FI,KEF,LGW
FI,KEF,LHR
FI,KEF,MAN
FI,KEF,MUC
FI,KEF,OSL
FI,KEF,SEA
FI,KEF,SFB
FI,KEF,YEG
FI,KEF,YYZ
FI,KEF,ZRH
FI,LGW,KEF
FI,LHR,KEF
FI,MAN,KEF
FI,MUC,KEF
FI,OSL,KEF
FI,SEA,KEF
FI,SFB,KEF
FI,SVG,KEF
FI,TRD,KEF
FI,YEG,KEF
FI,YYZ,KEF
FI,ZRH,KEF
FJ,AKL,NAN
FJ,APW,HNL
FJ,APW,NAN
FJ,BNE,NAN
FJ,CXI,HNL
FJ,CXI,NAN
FJ,FUN,SUV
FJ,HIR,VLI
FJ,HKG,NAN
FJ,HNL,APW
FJ,HNL,CXI
FJ,HNL,NAN
FJ,ICI,SUV
FJ,KDV,NAN
FJ,KDV,SUV
FJ,LAX,NAN
FJ,LBS,NAN
FJ,LBS,SUV
FJ,LKB,SUV
FJ,MEL,NAN
FJ,NAN,AKL
FJ,NAN,APW
FJ,NAN,BNE
FJ,NAN,CHC
FJ,NAN,CXI
FJ,NAN,HKG
FJ,NAN,HNL
FJ,NAN,KDV
FJ,NAN,LAX
FJ,NAN,LBS
FJ,NAN,MEL
FJ,NAN,RTA
FJ,NAN,SUV
FJ,NAN,SVU
FJ,NAN,SYD
FJ,NAN,TBU
FJ,NAN,TRW
FJ,NAN,TVU
FJ,NAN,VLI
FJ,RTA,NAN
FJ,SUV,AKL
FJ,SUV,FUN
FJ,SUV,ICI
FJ,SUV,KDV
FJ,SUV,LBS
FJ,SUV,LKB
FJ,SUV,NAN
FJ,SUV,SVU
FJ,SUV,SYD
FJ,SUV,TBU
FJ,SUV,TVU
FJ,SUV,VBV
FJ,SVU,NAN
FJ,SVU,SUV
FJ,SVU,TVU
FJ,SYD,NAN
FJ,SYD,SUV
FJ,TBU,NAN
FJ,TBU,SUV
FJ,TRW,NAN
FJ,TVU,NAN
FJ,TVU,SUV
FJ,TVU,SVU
FJ,VBV,SUV
FJ,VLI,HIR
FJ,VLI,NAN
FL,ABQ,DEN
FL,ABQ,LAS
FL,ABQ,MCI
FL,ABQ,MDW
FL,ABQ,PDX
FL,ALB,BWI
FL,ALB,EWR
FL,ALB,FLL
FL,ALB,MDW
FL,ALB,TPA
FL,AMA,DAL
FL,AMA,DEN
FL,AMA,MDW
FL,ATL,AUA
FL,ATL,AUS
FL,ATL,BDL
FL,ATL,BOS
FL,ATL,BWI
FL,ATL,CAK
FL,ATL,CMH
FL,ATL,CUN
FL,ATL,DAY
FL,ATL,DCA
FL,ATL,DEN
FL,ATL,DTW
FL,ATL,FLL
FL,ATL,HOU
FL,ATL,IND
FL,ATL,JAX
FL,ATL,LAS
FL,ATL,LAX
FL,ATL,LGA
FL,ATL,MBJ
FL,ATL,MCI
FL,ATL,MCO
