Name,City,ISO-3166,Country,IATA,Latitude,Longitude,Key,Hex
Cooch Behar Airport,Cooch-behar,IN,India,COH,26.3305,89.4672,2794,0AEA
Cochin International Airport,Kochi,IN,India,COK,10.152,76.4019,2795,0AEB
Dhanbad Airport,Dhanbad,IN,India,DBD,23.834,86.4253,2796,0AEC
Darbhanga Airport,Darbhanga,IN,India,DBR,26.1928,85.9169,2797,0AED
Dehradun Airport,Dehra Dun,IN,India,DED,30.1897,78.1803,2798,0AEE
Indira Gandhi International Airport,Delhi,IN,India,DEL,28.5665,77.1031,2799,0AEF
Deoghar International Airport,Deoghar,IN,India,DGH,24.4467,86.705,2800,0AF0
Kangra Airport,Kangra,IN,India,DHM,32.1651,76.2634,2801,0AF1
Dibrugarh Airport,Mohanbari,IN,India,DIB,27.4839,95.0169,2802,0AF2
Diu Airport,Diu,IN,India,DIU,20.7131,70.9211,2803,0AF3
Dimapur Airport,Dimapur,IN,India,DMU,25.8839,93.7711,2804,0AF4
Lokpriya Gopinath Bordoloi International Airport,Guwahati,IN,India,GAU,26.1061,91.5859,2805,0AF5
Gaya Airport,Gaya,IN,India,GAY,24.7443,84.9512,2806,0AF6
Kalaburagi International Airport,Gulbarga,IN,India,GBI,17.3081,76.965,2807,0AF7
Gondia Airport,Gondia,IN,India,GDB,21.5242,80.2878,2808,0AF8
Dabolim Airport,Goa,IN,India,GOI,15.3808,73.8314,2809,0AF9
Gorakhpur Airport,Gorakhpur,IN,India,GOP,26.7397,83.4497,2810,0AFA
Manohar International Airport,Goa,IN,India,GOX,15.7442,73.8606,2811,0AFB
Guna Airport,Guna,IN,India,GUX,24.6547,77.3473,2812,0AFC
Gwalior Airport,Gwalior,IN,India,GWL,26.2933,78.2278,2813,0AFD
Hubli Airport,Hubli,IN,India,HBX,15.3617,75.0849,2814,0AFE
Khajuraho Airport,Khajuraho,IN,India,HJR,24.8172,79.9186,2815,0AFF
Rajkot International Airport,Rajkot,IN,India,HSR,22.3881,71.0283,2816,0B00
Hissar Airport,Hissar,IN,India,HSS,29.1794,75.7553,2817,0B01
Rajiv Gandhi International Airport,Hyderabad,IN,India,HYD,17.2313,78.4299,2818,0B02
Devi Ahilyabai Holkar Airport,Indore,IN,India,IDR,22.7218,75.8011,2819,0B03
Imphal Airport,Imphal,IN,India,IMF,24.76,93.8967,2820,0B04
Nashik Airport,Nasik Road,IN,India,ISK,20.1191,73.9129,2821,0B05
Agartala Airport,Agartala,IN,India,IXA,23.887,91.2404,2822,0B06
Bagdogra Airport,Baghdogra,IN,India,IXB,26.6812,88.3286,2823,0B07
Chandigarh Airport,Chandigarh,IN,India,IXC,30.6735,76.7885,2824,0B08
Allahabad Airport,Allahabad,IN,India,IXD,25.4401,81.7339,2825,0B09
Mangalore International Airport,Mangalore,IN,India,IXE,12.9613,74.8901,2826,0B0A
Belgaum Airport,Belgaum,IN,India,IXG,15.8593,74.6183,2827,0B0B
Kailashahar Airport,Kailashahar,IN,India,IXH,24.3082,92.0072,2828,0B0C
North Lakhimpur Airport,Lilabari,IN,India,IXI,27.2955,94.0976,2829,0B0D
Jammu Airport,Jammu,IN,India,IXJ,32.6891,74.8374,2830,0B0E
Keshod Airport,Keshod,IN,India,IXK,21.3171,70.2704,2831,0B0F
Leh Kushok Bakula Rimpochee Airport,Leh,IN,India,IXL,34.1359,77.5465,2832,0B10
Madurai Airport,Madurai,IN,India,IXM,9.8345,78.0934,2833,0B11
Pathankot Airport,Pathankot,IN,India,IXP,32.2336,75.6344,2834,0B12
Birsa Munda Airport,Ranchi,IN,India,IXR,23.3143,85.3217,2835,0B13
Silchar Airport,Silchar,IN,India,IXS,24.9129,92.9787,2836,0B14
Pasighat Airport,Pasighat,IN,India,IXT,28.0661,95.3356,2837,0B15
Aurangabad Airport,Aurangabad,IN,India,IXU,19.8627,75.3981,2838,0B16
Along Airport,Along,IN,India,IXV,28.1753,94.802,2839,0B17
Sonari Airport,Jamshedpur,IN,India,IXW,22.8132,86.1688,2840,0B18
Bidar Airport,Bidar,IN,India,IXX,17.9081,77.4871,2841,0B19
Kandla Airport,Kandla,IN,India,IXY,23.1127,70.1003,2842,0B1A
Vir Savarkar International Airport,Port Blair,IN,India,IXZ,11.6412,92.7297,2843,0B1B
Jaipur International Airport,Jaipur,IN,India,JAI,26.8242,75.8122,2844,0B1C
Jodhpur Airport,Jodhpur,IN,India,JDH,26.2511,73.0489,2845,0B1D
Jamnagar Airport,Jamnagar,IN,India,JGA,22.4655,70.0126,2846,0B1E
Jagdalpur,Jagdalpur,IN,India,JGB,19.0743,82.0368,2847,0B1F
Jabalpur Airport,Jabalpur,IN,India,JLR,23.1778,80.052,2848,0B20
Veer Surendra Sai Airport,Jharsuguda,IN,India,JRG,21.9135,84.0504,2849,0B21
Jorhat Airport,Jorhat,IN,India,JRH,26.7315,94.1755,2850,0B22
Jaisalmer Airport,Jaisalmer,IN,India,JSA,26.8887,70.865,2851,0B23
Uyyalawada Narasimha Reddy Airport,Kurnool,IN,India,KJB,15.7164,78.1683,2852,0B24
Kolhapur Airport,Kolhapur,IN,India,KLH,16.6647,74.2894,2853,0B25
Kanpur Airport,Kanpur,IN,India,KNU,26.4043,80.4101,2854,0B26
Kishangarh Airport,Ajmer,IN,India,KQH,26.6015,74.8141,2855,0B27
Kota Airport,Kota,IN,India,KTU,25.1602,75.8456,2856,0B28
Kullu Manali Airport,Kulu,IN,India,KUU,31.8767,77.1544,2857,0B29
Chaudhary Charan Singh International Airport,Lucknow,IN,India,LKO,26.7606,80.8893,2858,0B2A
Ludhiana Airport,Ludhiaha,IN,India,LUH,30.8547,75.9526,2859,0B2B
Chennai International Airport,Madras,IN,India,MAA,12.99,80.1693,2860,0B2C
Dibrugarh Airport,Mohanbari,IN,India,MOH,27.4848,95.0216,2861,0B2D
Mysore Airport,Mysore,IN,India,MYQ,12.23,76.6558,2862,0B2E
Muzaffarpur Airport,Mazuffarpur,IN,India,MZU,26.1191,85.3137,2863,0B2F
Dr. Babasaheb Ambedkar International Airport,Nagpur,IN,India,NAG,21.0922,79.0472,2864,0B30
Nanded Airport,Nanded,IN,India,NDC,19.1833,77.3167,2865,0B31
Daman Airport,Daman,IN,India,NMB,20.4344,72.8432,2866,0B32
Bilaspur Airport,Bilaspur,IN,India,PAB,21.9884,82.111,2867,0B33
Lok Nayak Jayaprakash Airport,Patina,IN,India,PAT,25.5913,85.088,2868,0B34
Porbandar Airport,Porbandar,IN,India,PBD,21.6487,69.6572,2869,0B35
Pantnagar Airport,Nainital,IN,India,PGH,29.0334,79.4737,2870,0B36
Pune Airport,Pune,IN,India,PNQ,18.5821,73.9197,2871,0B37
Pondicherry Airport,Pendicherry,IN,India,PNY,11.968,79.812,2872,0B38
Sri Sathya Sai Airport,Puttaparthi,IN,India,PUT,14.1493,77.7911,2873,0B39
Jeypore Airport,Jeypore,IN,India,PYB,18.88,82.552,2874,0B3A
Rajkot Airport,Rajkot,IN,India,RAJ,22.3092,70.7795,2875,0B3B
Kazi Nazrul Islam Airport,Durgapur,IN,India,RDP,23.6225,87.243,2876,0B3C
Rajahmundry Airport,Rajahmundry,IN,India,RJA,17.1104,81.8182,2877,0B3D
Raipur Airport,Raipur,IN,India,RPR,21.1804,81.7388,2878,0B3E
Kuvempu Airport,Shivamogga,IN,India,RQY,13.8547,75.6106,2879,0B3F
Rourkela Airport,Rourkela,IN,India,RRK,22.2567,84.8146,2880,0B40
Ratnagiri Airport,Ratnagiri,IN,India,RTC,17.0136,73.3278,2881,0B41
Rupsi,Rupsi,IN,India,RUP,26.1417,89.9081,2882,0B42
Shirdi Airport,Shirdi,IN,India,SAG,19.6886,74.3789,2883,0B43
Sindhudurg Airport,Malvan,IN,India,SDW,16.0025,73.5294,2884,0B44
Shillong Airport,Shillong,IN,India,SHL,25.7036,91.9787,2885,0B45
Shimla Airport,Shimla,IN,India,SLV,31.0818,77.068,2886,0B46
Solapur Airport,Sholapur,IN,India,SSE,17.628,75.9348,2887,0B47
Surat Airport,Surat,IN,India,STV,21.1141,72.7418,2888,0B48
Sheikh ul Alam Airport,Srinagar,IN,India,SXR,33.9871,74.7742,2889,0B49
Salem Airport,Salem,IN,India,SXV,11.7833,78.0656,2890,0B4A
Tuticorin Airport,Tuticorin,IN,India,TCR,8.7242,78.0258,2891,0B4B
Tezu Airport,Tezu,IN,India,TEI,27.9412,96.1344,2892,0B4C
Tezpur Airport,Tezpur,IN,India,TEZ,26.7091,92.7847,2893,0B4D
Tirupati Airport,Tirupeti,IN,India,TIR,13.6325,79.5433,2894,0B4E
Tanjore Air Force Base,Tanjore,IN,India,TJV,10.7224,79.1016,2895,0B4F
Satna Airport,Satna,IN,India,TNI,24.5623,80.8549,2896,0B50
Trivandrum International Airport,Trivandrum,IN,India,TRV,8.4821,76.9201,2897,0B51
Tiruchirapally Civil Airport Airport,Tiruchirappalli,IN,India,TRZ,10.7654,78.7097,2898,0B52
Maharana Pratap Airport,Udaipur,IN,India,UDR,24.6177,73.8961,2899,0B53
Vijayanagar Aerodrome (JSW),Toranagallu,IN,India,VDY,15.175,76.6349,2900,0B54
Vijayawada Airport,Vijayawada,IN,India,VGA,16.5304,80.7968,2901,0B55
Lal Bahadur Shastri Airport,Varanasi,IN,India,VNS,25.4524,82.8593,2902,0B56
Vishakhapatnam Airport,Vishakhapatnam,IN,India,VTZ,17.7212,83.2245,2903,0B57
Ziro Airport,Zero,IN,India,ZER,27.5883,93.8281,2904,0B58
Diego Garcia Naval Support Facility,Diego Garcia Island,IO,British Indian Ocean Territory,NKW,-7.3133,72.4111,2905,0B59
Baghdad International Airport,Baghdad,IQ,Iraq,BGW,33.2625,44.2346,2906,0B5A
Basrah International Airport,Basrah,IQ,Iraq,BSR,30.5491,47.6621,2907,0B5B
Erbil International Airport,Erbil,IQ,Iraq,EBL,36.2376,43.9632,2908,0B5C
Al Asad Air Base,Al Asad,IQ,Iraq,IQA,33.7856,42.4412,2909,0B5D
Sulaymaniyah International Airport,Sulaymaniyah,IQ,Iraq,ISU,35.5617,45.3167,2910,0B5E
Kirkuk Air Base,Kirkuk,IQ,Iraq,KIK,35.4695,44.3489,2911,0B5F
Al Najaf International Airport,Najaf,IQ,Iraq,NJF,31.9899,44.4043,2912,0B60
Mosul International Airport,Mosul,IQ,Iraq,OSM,36.3058,43.1474,2913,0B61
Qayyarah West Airport,Qayyarah,IQ,Iraq,RQW,35.7672,43.1251,2914,0B62
Al Taqaddum Air Base,Al Taqaddum,IQ,Iraq,TQD,33.3381,43.5971,2915,0B63
Nasiriyah Airport,Nasiriyah,IQ,Iraq,XNH,30.9397,46.0925,2916,0B64
Joint Base Balad,Al Bakr,IQ,Iraq,XQC,33.9402,44.3616,2917,0B65
Abadan Airport,Abadan,IR,Iran,ABD,30.3711,48.2283,2918,0B66
Sahand Airport,Maragheh,IR,Iran,ACP,37.348,46.1279,2919,0B67
Zabol Airport,Zabol,IR,Iran,ACZ,31.0983,61.5439,2920,0B68
Ardabil Airport,Ardabil,IR,Iran,ADU,38.3257,48.4244,2921,0B69
Abu Musa Island Airport,Abumusa I.,IR,Iran,AEU,25.8757,55.033,2922,0B6A
Sabzevar National Airport,Sabzevar,IR,Iran,AFZ,36.1681,57.5952,2923,0B6B
Arak Airport,Arak,IR,Iran,AJK,34.1381,49.8473,2924,0B6C
Aghajari Airport,Aghajari,IR,Iran,AKW,30.7444,49.6772,2925,0B6D
Ahwaz Airport,Ahwaz,IR,Iran,AWZ,31.3374,48.762,2926,0B6E
Shahid Sadooghi Airport,Yazd,IR,Iran,AZD,31.9049,54.2765,2927,0B6F
Bandar Lengeh Airport,Bandar Lengeh,IR,Iran,BDH,26.532,54.8248,2928,0B70
Bojnord Airport,Bojnourd,IR,Iran,BJB,37.493,57.3082,2929,0B71
Bandar Abbas International Airport,Bandar Abbas,IR,Iran,BND,27.2183,56.3778,2930,0B72
Bushehr Airport,Bushehr,IR,Iran,BUZ,28.9448,50.8346,2931,0B73
Bam Airport,Bam,IR,Iran,BXR,29.0842,58.45,2932,0B74
Sarakhs Airport,Sarakhs,IR,Iran,CKT,36.5012,61.0649,2933,0B75
Shahrekord Airport,Shahre Kord,IR,Iran,CQD,32.2972,50.8422,2934,0B76
Dezful Airport,Dezful,IR,Iran,DEF,32.4344,48.3976,2935,0B77
Fasa Airport,Fasa,IR,Iran,FAZ,28.8918,53.7233,2936,0B78
Gorgan Airport,Gorgan,IR,Iran,GBT,36.9094,54.4013,2937,0B79
Gachsaran Airport,Gachsaran,IR,Iran,GCH,30.3376,50.828,2938,0B7A
Dayrestan Airport,Gheshm,IR,Iran,GSM,26.7561,55.8954,2939,0B7B
Qazvin Airport,Ghazvin,IR,Iran,GZW,36.2401,50.0471,2940,0B7C
Hamadan Airport,Hamadan,IR,Iran,HDM,34.8692,48.5525,2941,0B7D
Havadarya Airport,Bandar Abbas,IR,Iran,HDR,27.1583,56.1725,2942,0B7E
Hesa Airport,Daran,IR,Iran,IFH,32.9289,51.5611,2943,0B7F
Esfahan Shahid Beheshti International Airport,Esfahan,IR,Iran,IFN,32.7508,51.8613,2944,0B80
Iran Shahr Airport,Iran Shahr,IR,Iran,IHR,27.2361,60.72,2945,0B81
Ilam Airport,Ilam,IR,Iran,IIL,33.5866,46.4048,2946,0B82
Imam Khomeini International Airport,Tehran,IR,Iran,IKA,35.4161,51.1522,2947,0B83
Jahrom Airport,Jahrom,IR,Iran,JAR,28.5867,53.5791,2948,0B84
Jask Airport,Jask,IR,Iran,JSK,25.6536,57.7993,2949,0B85
Zanjan Airport,Zanjan,IR,Iran,JWN,36.7737,48.3594,2950,0B86
Jiroft Airport,Jiroft,IR,Iran,JYR,28.7269,57.6703,2951,0B87
Kerman Airport,Kerman,IR,Iran,KER,30.2744,56.9511,2952,0B88
Khoram Abad Airport,Khorram Abad,IR,Iran,KHD,33.4354,48.2829,2953,0B89
Khark Island Airport,Khark Island,IR,Iran,KHK,29.2603,50.3239,2954,0B8A
Khoy Airport,Khoy,IR,Iran,KHY,38.4275,44.9736,2955,0B8B
Kish International Airport,Kish Island,IR,Iran,KIH,26.5262,53.9802,2956,0B8C
Kashan Airport,Kashan,IR,Iran,KKS,33.8953,51.577,2957,0B8D
Kalaleh Airport,Kalaleh,IR,Iran,KLM,37.3833,55.452,2958,0B8E
Jam Airport,Kangan,IR,Iran,KNR,27.8205,52.3522,2959,0B8F
Shahid Ashrafi Esfahani Airport,Bakhtaran,IR,Iran,KSH,34.3459,47.1581,2960,0B90
Lamerd Airport,Lamerd,IR,Iran,LFM,27.3727,53.1888,2961,0B91
Lar Airport,Lar,IR,Iran,LRR,27.6747,54.3833,2962,0B92
Lavan Island Airport,Lavan Island,IR,Iran,LVP,26.8103,53.3563,2963,0B93
Mashhad International Airport,Mashhad,IR,Iran,MHD,36.2352,59.641,2964,0B94
Mahshahr Airport,Bandar Mahshahr,IR,Iran,MRX,30.5562,49.1519,2965,0B95
Noshahr Airport,Noshahr,IR,Iran,NSH,36.6633,51.4647,2966,0B96
Urmia Airport,Uromiyeh,IR,Iran,OMH,37.6681,45.0687,2967,0B97
Omidiyeh Airport,Omidyeh,IR,Iran,OMI,30.8352,49.5349,2968,0B98
Parsabade Moghan Airport,Parsabad,IR,Iran,PFQ,39.6036,47.8815,2969,0B99
Persian Gulf International Airport,Khalije Fars,IR,Iran,PGU,27.3796,52.7377,2970,0B9A
Payam International Airport,Karaj,IR,Iran,PYK,35.7761,50.8267,2971,0B9B
Sardar-e-Jangal Airport,Rasht,IR,Iran,RAS,37.3233,49.6178,2972,0B9C
Rafsanjan Airport,Rafsanjan,IR,Iran,RJN,30.2977,56.0511,2973,0B9D
Shahroud Airport,Emam Shahr,IR,Iran,RUD,36.4253,55.1042,2974,0B9E
Ramsar Airport,Ramsar,IR,Iran,RZR,36.9099,50.6796,2975,0B9F
Sanandaj Airport,Sanandaj,IR,Iran,SDG,35.2459,47.0092,2976,0BA0
Dasht-e Naz Airport,Dasht-e-naz,IR,Iran,SRY,36.6358,53.1936,2977,0BA1
Sirri Island Airport,Siri Island,IR,Iran,SXI,25.9089,54.5394,2978,0BA2
Sirjan Airport,Sirjan,IR,Iran,SYJ,29.5509,55.6727,2979,0BA3
Shiraz Shahid Dastghaib International Airport,Shiraz,IR,Iran,SYZ,29.5392,52.5898,2980,0BA4
Tabriz International Airport,Tabriz,IR,Iran,TBZ,38.1339,46.235,2981,0BA5
Tabas Airport,Tabas,IR,Iran,TCX,33.6678,56.8927,2982,0BA6
Mehrabad International Airport,Teheran,IR,Iran,THR,35.6892,51.3134,2983,0BA7
Birjand Airport,Birjand,IR,Iran,XBJ,32.8981,59.2661,2984,0BA8
Yasouj Airport,Yasuj,IR,Iran,YES,30.7005,51.5451,2985,0BA9
Zahedan International Airport,Zahedan,IR,Iran,ZAH,29.4757,60.9062,2986,0BAA
Konarak Airport,Chah Bahar,IR,Iran,ZBR,25.4433,60.3821,2987,0BAB
Akureyri Airport,Akureyri,IS,Iceland,AEY,65.66,-18.0727,2988,0BAC
Bildudalur Airport,Bildudalur,IS,Iceland,BIU,65.6413,-23.5462,2989,0BAD
Egilsstaðir Airport,Egilsstadir,IS,Iceland,EGS,65.2833,-14.4014,2990,0BAE
Gjögur Airport,Gjogur,IS,Iceland,GJR,65.9953,-21.3269,2991,0BAF
Grímsey Airport,Grímsey,IS,Iceland,GRY,66.5458,-18.0173,2992,0BB0
Grundarfjörður Airport,Grundarfjordur,IS,Iceland,GUU,64.9914,-23.2247,2993,0BB1
Hornafjörður Airport,Hofn,IS,Iceland,HFN,64.2956,-15.2272,2994,0BB2
Húsavík Airport,Husavik,IS,Iceland,HZK,65.9523,-17.426,2995,0BB3
Ísafjörður Airport,Isafjordur,IS,Iceland,IFJ,66.0581,-23.1353,2996,0BB4
Keflavik International Airport,Keflavik,IS,Iceland,KEF,63.985,-22.6056,2997,0BB5
Reykjahlíð Airport,Myvatn,IS,Iceland,MVA,65.6558,-16.9181,2998,0BB6
Norðfjörður Airport,Nordfjordur,IS,Iceland,NOR,65.1319,-13.7464,2999,0BB7
Patreksfjörður Airport,Patreksfjordur,IS,Iceland,PFJ,65.5558,-23.965,3000,0BB8
Reykjavik Airport,Reykjavik,IS,Iceland,RKV,64.13,-21.9406,3001,0BB9
Sauðárkrókur Airport,Saudarkrokur,IS,Iceland,SAK,65.7317,-19.5728,3002,0BBA
Siglufjörður Airport,Siglufjordur,IS,Iceland,SIJ,66.1333,-18.9167,3003,0BBB
Thorshofn Airport,Thorshofn,IS,Iceland,THO,66.2185,-15.3356,3004,0BBC
Vestmannaeyjar Airport,Vestmannaeyjar,IS,Iceland,VEY,63.4243,-20.2789,3005,0BBD
Vopnafjörður Airport,Vopnafjörður,IS,Iceland,VPN,65.7206,-14.8506,3006,0BBE
Alghero-Fertilia Airport,Alghero,IT,Italy,AHO,40.6321,8.2908,3007,0BBF
Villanova D'Albenga International Airport,Albenga,IT,Italy,ALL,44.0506,8.1274,3008,0BC0
Ancona Falconara Airport,Ancona,IT,Italy,AOI,43.6163,13.3623,3009,0BC1
Aosta Airport,Aosta,IT,Italy,AOT,45.7385,7.3687,3010,0BC2
Aviano Air Base,Aviano,IT,Italy,AVB,46.0319,12.5965,3011,0BC3
Brindisi – Salento Airport,Brindisi,IT,Italy,BDS,40.6576,17.947,3012,0BC4
Il Caravaggio International Airport,Bergamo,IT,Italy,BGY,45.6739,9.7042,3013,0BC5
Bologna Guglielmo Marconi Airport,Bologna,IT,Italy,BLQ,44.5354,11.2887,3014,0BC6
Bari Karol Wojtyła Airport,Bari,IT,Italy,BRI,41.1389,16.7606,3015,0BC7
Bolzano Airport,Bolzano,IT,Italy,BZO,46.4602,11.3264,3016,0BC8
Cagliari Elmas Airport,Cagliari,IT,Italy,CAG,39.2515,9.0543,3017,0BC9
Ciampino–G. B. Pastine International Airport,Rome,IT,Italy,CIA,41.7994,12.5949,3018,0BCA
Comiso Airport,Comiso,IT,Italy,CIY,36.9946,14.6072,3019,0BCB
Crotone Airport,Crotone,IT,Italy,CRV,38.9972,17.0802,3020,0BCC
Catania-Fontanarossa Airport,Catania,IT,Italy,CTA,37.4668,15.0664,3021,0BCD
Cuneo International Airport,Cuneo,IT,Italy,CUF,44.547,7.6232,3022,0BCE
Decimomannu Air Base,Decimomannu,IT,Italy,DCI,39.3542,8.9725,3023,0BCF
Marina Di Campo Airport,Marina Di Campo,IT,Italy,EBA,42.7603,10.2394,3024,0BD0
Leonardo da Vinci–Fiumicino Airport,Rome,IT,Italy,FCO,41.8003,12.2389,3025,0BD1
Peretola Airport,Florence,IT,Italy,FLR,43.81,11.2051,3026,0BD2
Oristano-Fenosu Airport,Oristano,IT,Italy,FNU,39.8953,8.6427,3027,0BD3
"Foggia ""Gino Lisa"" Airport",Foggia,IT,Italy,FOG,41.4329,15.535,3028,0BD4
Forlì Airport,Forli,IT,Italy,FRL,44.1948,12.0701,3029,0BD5
Genoa Cristoforo Colombo Airport,Genoa,IT,Italy,GOA,44.4133,8.8375,3030,0BD6
Grosseto Air Base,Grosseto,IT,Italy,GRS,42.7597,11.0719,3031,0BD7
Lecce Galatina Air Base,Lecce,IT,Italy,LCC,40.2392,18.1333,3032,0BD8
Milano Linate Airport,Milan,IT,Italy,LIN,45.4451,9.2767,3033,0BD9
Lampedusa Airport,Lampedusa,IT,Italy,LMP,35.4979,12.6181,3034,0BDA
Malpensa International Airport,Milano,IT,Italy,MXP,45.6306,8.7281,3035,0BDB
Naples International Airport,Naples,IT,Italy,NAP,40.886,14.2908,3036,0BDC
Sigonella Navy Air Base,Sigonella,IT,Italy,NSY,37.4017,14.9224,3037,0BDD
Olbia Costa Smeralda Airport,Olbia,IT,Italy,OLB,40.8987,9.5176,3038,0BDE
Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,IT,Italy,PEG,43.0959,12.5132,3039,0BDF
Parma Airport,Parma,IT,Italy,PMF,44.8245,10.2964,3040,0BE0
Falcone–Borsellino Airport,Palermo,IT,Italy,PMO,38.176,13.091,3041,0BE1
Pantelleria Airport,Pantelleria,IT,Italy,PNL,36.8165,11.9689,3042,0BE2
Pisa International Airport,Pisa,IT,Italy,PSA,43.6839,10.3927,3043,0BE3
Pescara International Airport,Pescara,IT,Italy,PSR,42.4317,14.1811,3044,0BE4
Bresso Airport,Bresso,IT,Italy,QIB,45.5422,9.2033,3045,0BE5
Sarzana-Luni Air Base,Sarzana (SP),IT,Italy,QLP,44.088,9.988,3046,0BE6
Latina Air Base,Latina,IT,Italy,QLT,41.5424,12.909,3047,0BE7
Padova Airport,Padova,IT,Italy,QPA,45.3958,11.8479,3048,0BE8
Salerno Costa d'Amalfi Airport,Salerno,IT,Italy,QSR,40.6204,14.9113,3049,0BE9
Reggio Calabria Airport,Reggio Calabria,IT,Italy,REG,38.0712,15.6516,3050,0BEA
Federico Fellini International Airport,Rimini,IT,Italy,RMI,44.0203,12.6117,3051,0BEB
Siena-Ampugnano Airport,Siena,IT,Italy,SAY,43.2563,11.255,3052,0BEC
Lamezia Terme Airport,Lamezia,IT,Italy,SUF,38.9054,16.2423,3053,0BED
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,IT,Italy,TAR,40.5175,17.4032,3054,0BEE
Vincenzo Florio Airport Trapani-Birgi,Trapani,IT,Italy,TPS,37.9114,12.488,3055,0BEF
San Domino Island Heliport,San Domino,IT,Italy,TQR,42.1178,15.4907,3056,0BF0
Turin Airport,Torino,IT,Italy,TRN,45.2008,7.6496,3057,0BF1
Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,IT,Italy,TRS,45.8275,13.4722,3058,0BF2
Treviso-Sant'Angelo Airport,Treviso,IT,Italy,TSF,45.6484,12.1944,3059,0BF3
Tortolì Airport,Tortoli,IT,Italy,TTB,39.9188,9.683,3060,0BF4
Brescia Airport,Brescia,IT,Italy,VBS,45.4289,10.3306,3061,0BF5
Venice Marco Polo Airport,Venice,IT,Italy,VCE,45.5053,12.3519,3062,0BF6
Vicenza Airport,Vicenza,IT,Italy,VIC,45.5734,11.5295,3063,0BF7
Verona Villafranca Airport,Villafranca,IT,Italy,VRN,45.3957,10.8885,3064,0BF8
Jersey Airport,Jersey,JE,Jersey,JER,49.2079,-2.1955,3065,0BF9
Norman Manley International Airport,Kingston,JM,Jamaica,KIN,17.9357,-76.7875,3066,0BFA
Tinson Pen Airport,Kingston,JM,Jamaica,KTP,17.9886,-76.8238,3067,0BFB
Sangster International Airport,Montego Bay,JM,Jamaica,MBJ,18.5037,-77.9134,3068,0BFC
Negril Airport,Negril,JM,Jamaica,NEG,18.3428,-78.3321,3069,0BFD
Boscobel Aerodrome,Ocho Rios,JM,Jamaica,OCJ,18.4042,-76.969,3070,0BFE
Ken Jones Airport,Port Antonio,JM,Jamaica,POT,18.1988,-76.5345,3071,0BFF
Amman-Marka International Airport,Amman,JO,Jordan,ADJ,31.9727,35.9916,3072,0C00
Queen Alia International Airport,Amman,JO,Jordan,AMM,31.7226,35.9932,3073,0C01
Aqaba King Hussein International Airport,Aqaba,JO,Jordan,AQJ,29.6116,35.0181,3074,0C02
King Hussein Air College,Mafraq,JO,Jordan,OMF,32.3564,36.2592,3075,0C03
Aguni Airport,Aguni,JP,Japan,AGJ,26.5925,127.241,3076,0C04
Asahikawa Airport,Asahikawa,JP,Japan,AKJ,43.6708,142.447,3077,0C05
Aomori Airport,Aomori,JP,Japan,AOJ,40.7347,140.691,3078,0C06
Amami Airport,Amami,JP,Japan,ASJ,28.4306,129.713,3079,0C07
Amakusa Airport,Amakusa,JP,Japan,AXJ,32.4825,130.159,3080,0C08
Akita Airport,Akita,JP,Japan,AXT,39.6156,140.219,3081,0C09
New Chitose Airport,Sapporo,JP,Japan,CTS,42.7752,141.692,3082,0C0A
Kadena Air Base,Kadena,JP,Japan,DNA,26.3556,127.768,3083,0C0B
Fukui Airport,Fukui,JP,Japan,FKJ,36.1428,136.224,3084,0C0C
Fukushima Airport,Fukushima,JP,Japan,FKS,37.2274,140.431,3085,0C0D
Shizuoka Airport,Makinohara,JP,Japan,FSZ,34.795,138.1798,3086,0C0E
Fukue Airport,Fukue,JP,Japan,FUJ,32.6663,128.833,3087,0C0F
Fukuoka Airport,Fukuoka,JP,Japan,FUK,33.5859,130.451,3088,0C10
Yamagata Airport,Yamagata,JP,Japan,GAJ,38.4119,140.371,3089,0C11
Hachijojima Airport,Hachijojima,JP,Japan,HAC,33.115,139.786,3090,0C12
Hachinohe Airport,Hachinoe,JP,Japan,HHE,40.5564,141.466,3091,0C13
Hiroshima Airport,Hiroshima,JP,Japan,HIJ,34.4361,132.919,3092,0C14
Hiroshimanishi Airport,Hiroshima,JP,Japan,HIW,34.3669,132.414,3093,0C15
Hakodate Airport,Hakodate,JP,Japan,HKD,41.77,140.822,3094,0C16
Hanamaki Airport,Hanamaki,JP,Japan,HNA,39.4286,141.135,3095,0C17
Tokyo Haneda International Airport,Tokyo,JP,Japan,HND,35.5523,139.78,3096,0C18
Saga Airport,Saga,JP,Japan,HSG,33.1497,130.302,3097,0C19
Hateruma Airport,Taketomi,JP,Japan,HTR,24.0589,123.806,3098,0C1A
Hyakuri Airport,Ibaraki,JP,Japan,IBR,36.1811,140.415,3099,0C1B
Ie Jima Airport,Ie,JP,Japan,IEJ,26.722,127.785,3100,0C1C
Iki Airport,Iki,JP,Japan,IKI,33.749,129.785,3101,0C1D
New Ishigaki Airport,Ishigaki,JP,Japan,ISG,24.3964,124.245,3102,0C1E
Osaka International Airport,Osaka,JP,Japan,ITM,34.7855,135.438,3103,0C1F
Iwami Airport,Iwami,JP,Japan,IWJ,34.6764,131.79,3104,0C20
Iwakuni Marine Corps Air Station,Iwakuni,JP,Japan,IWK,34.1439,132.236,3105,0C21
