Name,City,ISO-3166,Country,IATA,Latitude,Longitude,Key,Hex
Muskrat Dam Airport,Muskrat Dam,CA,Canada,MSA,53.4414,-91.7628,6652,19FC
Pikwitonei Airport,Pikwitonei,CA,Canada,PIW,55.5889,-97.1642,915,0393
Bella Coola Airport,Bella Coola,CA,Canada,QBC,52.3875,-126.596,916,0394
Summer Beaver Airport,Summer Beaver,CA,Canada,SUR,52.7086,-88.5419,917,0395
Wunnumin Lake Airport,Wunnumin Lake,CA,Canada,WNN,52.8939,-89.2892,918,0396
Pincher Creek Airport,Pincher Creek,CA,Canada,WPC,49.5206,-113.997,919,0397
Powell Lake Water Aerodrome,Powell River,CA,Canada,WPL,49.883,-124.533,920,0398
Bearskin Lake Airport,Bearskin Lake,CA,Canada,XBE,53.9656,-91.0272,921,0399
Chatham-Kent Airport,Chatham-Kent,CA,Canada,XCM,42.3061,-82.0817,922,039A
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,Canada,XGR,58.7114,-65.9928,923,039B
Kasabonika Airport,Kasabonika,CA,Canada,XKS,53.5247,-88.6428,924,039C
Lac Brochet Airport,Lac Brochet,CA,Canada,XLB,58.6175,-101.469,925,039D
Pukatawagan Airport,Pukatawagan,CA,Canada,XPK,55.7492,-101.266,926,039E
Poplar River Airport,Poplar River,CA,Canada,XPP,52.9965,-97.2742,927,039F
Ross River Airport,Ross River,CA,Canada,XRR,61.9706,-132.423,928,03A0
South Indian Lake Airport,South Indian Lake,CA,Canada,XSI,56.7928,-98.9072,929,03A1
Tadoule Lake Airport,Tadoule Lake,CA,Canada,XTL,58.7061,-98.5122,930,03A2
Anahim Lake Airport,Anahim Lake,CA,Canada,YAA,52.4525,-125.303,931,03A3
Old Arctic Bay Airport,Arctic Bay,CA,Canada,YAB,73.0059,-85.0325,932,03A4
Cat Lake Airport,Cat Lake,CA,Canada,YAC,51.7272,-91.8244,933,03A5
Fort Frances Municipal Airport,Fort Frances,CA,Canada,YAG,48.6542,-93.4397,934,03A6
La Grande-4 Airport,La Grande-4,CA,Canada,YAH,53.7547,-73.6753,935,03A7
Alert Bay Airport,Alert Bay,CA,Canada,YAL,50.5822,-126.916,936,03A8
Sault Ste Marie Airport,Sault Sainte Marie,CA,Canada,YAM,46.485,-84.5094,937,03A9
Maple Bay,Maple Bay,CA,Canada,YAQ,48.817,-123.617,938,03AA
Attawapiskat Airport,Attawapiskat,CA,Canada,YAT,52.9275,-82.4319,939,03AB
Wapekeka Airport,Angling Lake,CA,Canada,YAX,53.8492,-89.5794,940,03AC
St. Anthony Airport,St. Anthony,CA,Canada,YAY,51.3919,-56.0831,941,03AD
Tofino / Long Beach Airport,Tofino,CA,Canada,YAZ,49.0798,-125.7756,942,03AE
Banff Airport,Banff,CA,Canada,YBA,51.2073,-115.5419,943,03AF
Kugaaruk Airport,Pelly Bay,CA,Canada,YBB,68.5344,-89.8081,944,03B0
Baie Comeau Airport,Baie Comeau,CA,Canada,YBC,49.1325,-68.2044,945,03B1
Uranium City Airport,Uranium City,CA,Canada,YBE,59.5614,-108.481,946,03B2
CFB Bagotville,Bagotville,CA,Canada,YBG,48.3306,-70.9964,947,03B3
Black Tickle Airport,Black Tickle,CA,Canada,YBI,53.4694,-55.785,948,03B4
Baker Lake Airport,Baker Lake,CA,Canada,YBK,64.2989,-96.0778,949,03B5
Campbell River Airport,Campbell River,CA,Canada,YBL,49.9508,-125.271,950,03B6
Bob Quinn Lake Airport,Bob Quinn Lake,CA,Canada,YBO,56.9667,-130.25,951,03B7
Brandon Municipal Airport,Brandon,CA,Canada,YBR,49.91,-99.9519,952,03B8
Opapimiskan Lake Airport,Musselwhite Mine,CA,Canada,YBS,52.6067,-90.3769,953,03B9
Brochet Airport,Brochet,CA,Canada,YBT,57.8894,-101.679,954,03BA
Berens River Airport,Berens River,CA,Canada,YBV,52.3589,-97.0183,955,03BB
Bedwell Harbour Seaplane Base,Bedwell Harbour,CA,Canada,YBW,48.75,-123.233,956,03BC
Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,CA,Canada,YBX,51.4436,-57.1853,957,03BD
Bonnyville Airport,Bonnyville,CA,Canada,YBY,54.3042,-110.744,958,03BE
Cambridge Bay Airport,Cambridge Bay,CA,Canada,YCB,69.1081,-105.138,959,03BF
Cornwall Regional Airport,Cornwall,CA,Canada,YCC,45.0928,-74.5633,960,03C0
Nanaimo Airport,Nanaimo,CA,Canada,YCD,49.055,-123.8699,961,03C1
Centralia / James T. Field Memorial Aerodrome,Centralia,CA,Canada,YCE,43.2856,-81.5083,6653,19FD
Castlegar/West Kootenay Regional Airport,Castlegar,CA,Canada,YCG,49.2964,-117.632,962,03C2
Miramichi Airport,Chatham,CA,Canada,YCH,47.0078,-65.4492,963,03C3
Colville Lake Airport,Colville Lake,CA,Canada,YCK,67.0392,-126.08,964,03C4
Charlo Airport,Charlo,CA,Canada,YCL,47.9908,-66.3303,965,03C5
Niagara District Airport,Saint Catherines,CA,Canada,YCM,43.1917,-79.1717,966,03C6
Cochrane Airport,Cochrane,CA,Canada,YCN,49.1056,-81.0136,967,03C7
Kugluktuk Airport,Coppermine,CA,Canada,YCO,67.8167,-115.144,968,03C8
Chetwynd Airport,Chetwynd,CA,Canada,YCQ,55.6872,-121.627,969,03C9
Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA,Canada,YCR,54.6106,-97.7608,970,03CA
Chesterfield Inlet Airport,Chesterfield Inlet,CA,Canada,YCS,63.3469,-90.7311,971,03CB
Coronation Airport,Coronation,CA,Canada,YCT,52.075,-111.445,972,03CC
Chilliwack Airport,Chilliwack,CA,Canada,YCW,49.1528,-121.939,973,03CD
Clyde River Airport,Clyde River,CA,Canada,YCY,70.4861,-68.5167,974,03CE
Dawson City Airport,Dawson,CA,Canada,YDA,64.0431,-139.128,975,03CF
Burwash Airport,Burwash,CA,Canada,YDB,61.3711,-139.041,976,03D0
Deer Lake Airport,Deer Lake,CA,Canada,YDF,49.2108,-57.3914,977,03D1
Digby / Annapolis Regional Airport,Digby,CA,Canada,YDG,44.5458,-65.7854,978,03D2
Dease Lake Airport,Dease Lake,CA,Canada,YDL,58.4222,-130.032,979,03D3
Dauphin Barker Airport,Dauphin,CA,Canada,YDN,51.1008,-100.052,980,03D4
Dolbeau St Felicien Airport,Dolbeau-St-Félicien,CA,Canada,YDO,48.7785,-72.375,981,03D5
Nain Airport,Nain,CA,Canada,YDP,56.5492,-61.6803,982,03D6
Dawson Creek Airport,Dawson Creek,CA,Canada,YDQ,55.7423,-120.183,983,03D7
Boundary Bay Airport,Boundary Bay,CA,Canada,YDT,49.0742,-123.012,984,03D8
Bloodvein,Bloodvein,CA,Canada,YDV,51.783,-96.7,985,03D9
Edmonton International Airport,Edmonton,CA,Canada,YEG,53.3097,-113.58,986,03DA
Arviat Airport,Eskimo Point,CA,Canada,YEK,61.0942,-94.0708,987,03DB
Elliot Lake Municipal Airport,ELLIOT LAKE,CA,Canada,YEL,46.3514,-82.5614,988,03DC
Manitoulin East Municipal Airport,Manitowaning,CA,Canada,YEM,45.8428,-81.8581,989,03DD
Estevan Airport,Estevan,CA,Canada,YEN,49.2103,-102.966,990,03DE
Fort Severn Airport,Fort Severn,CA,Canada,YER,56.0189,-87.6761,991,03DF
Edson Airport,Edson,CA,Canada,YET,53.5789,-116.465,992,03E0
Eureka Airport,Eureka,CA,Canada,YEU,79.9947,-85.8142,993,03E1
Inuvik Mike Zubko Airport,Inuvik,CA,Canada,YEV,68.3042,-133.483,994,03E2
Amos/Magny Airport,Amos,CA,Canada,YEY,48.5639,-78.2497,995,03E3
Fort Albany Airport,Fort Albany,CA,Canada,YFA,52.2014,-81.6969,996,03E4
Iqaluit Airport,Iqaluit,CA,Canada,YFB,63.7564,-68.5558,997,03E5
Fredericton Airport,Fredericton,CA,Canada,YFC,45.8689,-66.5372,998,03E6
Forestville Airport,Forestville,CA,Canada,YFE,48.7461,-69.0972,999,03E7
Fort Hope Airport,Fort Hope,CA,Canada,YFH,51.5619,-87.9078,1000,03E8
Firebag Aerodrome,Fort MacKay,CA,Canada,YFI,57.2758,-110.9767,1001,03E9
Wekweètì Airport,Wekweeti,CA,Canada,YFJ,64.1908,-114.077,1002,03EA
Flin Flon Airport,Flin Flon,CA,Canada,YFO,54.6781,-101.682,1003,03EB
Fort Resolution Airport,Fort Resolution,CA,Canada,YFR,61.1808,-113.69,1004,03EC
Fort Simpson Airport,Fort Simpson,CA,Canada,YFS,61.7602,-121.237,1005,03ED
St. Lewis (Fox Harbour) Airport,St. Lewis,CA,Canada,YFX,52.3728,-55.6739,1006,03EE
Texada Gillies Bay Airport,Texada,CA,Canada,YGB,49.6942,-124.518,1007,03EF
Ganges Seaplane Base,Ganges,CA,Canada,YGG,48.8545,-123.4969,1008,03F0
Fort Good Hope Airport,Fort Good Hope,CA,Canada,YGH,66.2408,-128.651,1009,03F1
Kingston Norman Rogers Airport,Kingston,CA,Canada,YGK,44.2253,-76.5969,6654,19FE
La Grande Rivière Airport,La Grande Riviere,CA,Canada,YGL,53.6253,-77.7042,1010,03F2
Gimli Industrial Park Airport,Gimli,CA,Canada,YGM,50.6281,-97.0433,1011,03F3
Gods Lake Narrows Airport,Gods Lake Narrows,CA,Canada,YGO,54.5589,-94.4914,1012,03F4
Gaspé (Michel-Pouliot) Airport,Gaspe,CA,Canada,YGP,48.7753,-64.4786,1013,03F5
Geraldton Greenstone Regional Airport,Geraldton,CA,Canada,YGQ,49.7783,-86.9394,1014,03F6
Îles-de-la-Madeleine Airport,Iles De La Madeleine,CA,Canada,YGR,47.4247,-61.7781,1015,03F7
Igloolik Airport,Igloolik,CA,Canada,YGT,69.3647,-81.8161,1016,03F8
Havre St Pierre Airport,Havre-Saint-Pierre,CA,Canada,YGV,50.2819,-63.6114,1017,03F9
Kuujjuarapik Airport,Kuujjuarapik,CA,Canada,YGW,55.2819,-77.7653,1018,03FA
Gillam Airport,Gillam,CA,Canada,YGX,56.3575,-94.7106,1019,03FB
Grise Fiord Airport,Grise Fiord,CA,Canada,YGZ,76.4261,-82.9092,1020,03FC
Port Hope Simpson Airport,Port Hope Simpson,CA,Canada,YHA,52.5281,-56.2861,1021,03FD
Hudson Bay Airport,Hudson Bay,CA,Canada,YHB,52.8167,-102.311,1022,03FE
Dryden Regional Airport,Dryden,CA,Canada,YHD,49.8317,-92.7442,1023,03FF
Hope Airport,Hope,CA,Canada,YHE,49.3683,-121.498,1024,0400
Hearst René Fontaine Municipal Airport,Hearst,CA,Canada,YHF,49.7142,-83.6861,1025,0401
Ulukhaktok Holman Airport,Holman Island,CA,Canada,YHI,70.7628,-117.806,1026,0402
Gjoa Haven Airport,Gjoa Haven,CA,Canada,YHK,68.6356,-95.8497,1027,0403
John C. Munro Hamilton International Airport,Hamilton,CA,Canada,YHM,43.1736,-79.935,1028,0404
Hornepayne Municipal Airport,Hornepayne,CA,Canada,YHN,49.1931,-84.7589,1029,0405
Hopedale Airport,Hopedale,CA,Canada,YHO,55.4483,-60.2286,1030,0406
Poplar Hill Airport,Poplar Hill,CA,Canada,YHP,52.1133,-94.2556,1031,0407
Chevery Airport,Chevery,CA,Canada,YHR,50.4689,-59.6367,1032,0408
Sunshine Coast Regional Airport,Sechelt-Gibsons,CA,Canada,YHS,49.4606,-123.7186,1033,0409
Haines Junction Airport,Haines Junction,CA,Canada,YHT,60.7892,-137.546,1034,040A
Montréal / Saint-Hubert Airport,Montreal,CA,Canada,YHU,45.5175,-73.4169,1035,040B
Hay River / Merlyn Carter Airport,Hay River,CA,Canada,YHY,60.8397,-115.783,1036,040C
Halifax / Stanfield International Airport,Halifax,CA,Canada,YHZ,44.8808,-63.5086,1037,040D
Atikokan Municipal Airport,Atikokan,CA,Canada,YIB,48.7739,-91.6386,1038,040E
St Augustin Airport,St-Augustin,CA,Canada,YIF,51.2117,-58.6583,1039,040F
Ivujivik Airport,Ivujivik,CA,Canada,YIK,62.4173,-77.9253,1040,0410
Pond Inlet Airport,Pond Inlet,CA,Canada,YIO,72.6833,-77.9667,1041,0411
Island Lake Airport,Island Lake,CA,Canada,YIV,53.8572,-94.6536,1042,0412
Fort Liard Airport,Fort Liard,CA,Canada,YJF,60.2358,-123.469,1043,0413
St Jean Airport,St. Jean,CA,Canada,YJN,45.2944,-73.2811,1044,0414
Hinton/Jasper-Hinton Airport,Hinton,CA,Canada,YJP,53.3192,-117.753,1045,0415
Stephenville Airport,Stephenville,CA,Canada,YJT,48.5442,-58.55,1046,0416
Kamloops Airport,Kamloops,CA,Canada,YKA,50.7022,-120.444,1047,0417
Waterloo Airport,Waterloo,CA,Canada,YKF,43.4608,-80.3786,1048,0418
Kangirsuk Airport,Kangirsuk,CA,Canada,YKG,60.0272,-69.9992,1049,0419
Key Lake Airport,Key Lake,CA,Canada,YKJ,57.2561,-105.618,1050,041A
Schefferville Airport,Schefferville,CA,Canada,YKL,54.8053,-66.8053,1051,041B
Waskaganish Airport,Waskaganish,CA,Canada,YKQ,51.4733,-78.7583,1052,041C
Klemtu Airport,Klemtu,CA,Canada,YKT,52.5988,-128.512,1053,041D
Chisasibi Airport,Chisasibi,CA,Canada,YKU,53.8056,-78.9169,1054,041E
Kirkland Lake Airport,Kirkland Lake,CA,Canada,YKX,48.2103,-79.9814,1055,041F
Kindersley Airport,Kindersley,CA,Canada,YKY,51.5175,-109.181,1056,0420
Buttonville Municipal Airport,Toronto,CA,Canada,YKZ,43.8622,-79.37,1057,0421
Kimmirut Airport,Kimmirut,CA,Canada,YLC,62.85,-69.8833,1058,0422
Chapleau Airport,Chapleau,CA,Canada,YLD,47.82,-83.3467,1059,0423
Whatì Airport,Whatì,CA,Canada,YLE,63.1317,-117.246,1060,0424
Lansdowne House Airport,Lansdowne House,CA,Canada,YLH,52.1956,-87.9342,1061,0425
Meadow Lake Airport,Meadow Lake,CA,Canada,YLJ,54.1253,-108.523,1062,0426
Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,CA,Canada,YLK,44.4853,-79.5556,1063,0427
Lloydminster Airport,Lloydminster,CA,Canada,YLL,53.3092,-110.073,1064,0428
Leaf Rapids Airport,Leaf Rapids,CA,Canada,YLR,56.5133,-99.9853,1065,0429
Alert Airport,Alert,CA,Canada,YLT,82.5178,-62.2806,1066,042A
Kelowna International Airport,Kelowna,CA,Canada,YLW,49.9561,-119.378,1067,042B
Langley Airport,Langley Township,CA,Canada,YLY,49.1008,-122.631,1068,042C
Mayo Airport,Mayo,CA,Canada,YMA,63.6164,-135.868,1069,042D
Matane Airport,Matane,CA,Canada,YME,48.8569,-67.4533,1070,042E
Manitouwadge Airport,Manitouwadge,CA,Canada,YMG,49.0839,-85.8606,1071,042F
Mary's Harbour Airport,Mary's Harbour,CA,Canada,YMH,52.3028,-55.8472,1072,0430
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA,Canada,YMJ,50.3303,-105.559,1073,0431
Charlevoix Airport,Charlevoix,CA,Canada,YML,47.5975,-70.2239,1074,0432
Fort McMurray Airport,Fort Mcmurray,CA,Canada,YMM,56.6533,-111.222,1075,0433
Makkovik Airport,Makkovik,CA,Canada,YMN,55.0769,-59.1864,1076,0434
Moosonee Airport,Moosonee,CA,Canada,YMO,51.2911,-80.6078,1077,0435
Chapais Airport,Chibougamau,CA,Canada,YMT,49.7719,-74.5281,1078,0436
Maniwaki Airport,Maniwaki,CA,Canada,YMW,46.2728,-75.9906,1079,0437
Montreal International (Mirabel) Airport,Montreal,CA,Canada,YMX,45.6795,-74.0387,1080,0438
Natashquan Airport,Natashquan,CA,Canada,YNA,50.19,-61.7892,1081,0439
Wemindji Airport,Wemindji,CA,Canada,YNC,53.0106,-78.8311,1082,043A
Ottawa / Gatineau Airport,Gatineau,CA,Canada,YND,45.5217,-75.5636,1083,043B
Norway House Airport,Norway House,CA,Canada,YNE,53.9583,-97.8442,1084,043C
Points North Landing Airport,Points North Landing,CA,Canada,YNL,58.2767,-104.082,1085,043D
Matagami Airport,Matagami,CA,Canada,YNM,49.7617,-77.8028,1086,043E
North Spirit Lake Airport,North Spirit Lake,CA,Canada,YNO,52.49,-92.9711,1087,043F
Natuashish Airport,Natuashish,CA,Canada,YNP,55.9139,-61.1844,1088,0440
Nemiscau Airport,Nemiscau,CA,Canada,YNS,51.6911,-76.1356,1089,0441
Ekati Airport,Ekati,CA,Canada,YOA,64.6989,-110.615,1090,0442
Old Crow Airport,Old Crow,CA,Canada,YOC,67.5706,-139.839,1091,0443
CFB Cold Lake,Cold Lake,CA,Canada,YOD,54.405,-110.279,1092,0444
Ogoki Post Airport,Ogoki Post,CA,Canada,YOG,51.6586,-85.9017,1093,0445
Oxford House Airport,Oxford House,CA,Canada,YOH,54.9333,-95.2789,1094,0446
High Level Airport,High Level,CA,Canada,YOJ,58.6214,-117.165,1095,0447
Toronto/Oshawa Executive Airport,Oshawa,CA,Canada,YOO,43.9228,-78.895,1096,0448
Rainbow Lake Airport,Rainbow Lake,CA,Canada,YOP,58.4914,-119.408,1097,0449
Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA,Canada,YOS,44.5903,-80.8375,1098,044A
Ottawa Macdonald-Cartier International Airport,Ottawa,CA,Canada,YOW,45.3225,-75.6692,1099,044B
Prince Albert Glass Field,Prince Albert,CA,Canada,YPA,53.2142,-105.673,1100,044C
Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,Canada,YPC,69.3608,-124.0755,1101,044D
Parry Sound Area Municipal Airport,Parry Sound,CA,Canada,YPD,45.2575,-79.8297,1102,044E
Peace River Airport,Peace River,CA,Canada,YPE,56.2269,-117.447,1103,044F
Southport Airport,Portage-la-prairie,CA,Canada,YPG,49.9031,-98.2738,1104,0450
Inukjuak Airport,Inukjuak,CA,Canada,YPH,58.4719,-78.0769,1105,0451
Aupaluk Airport,Aupaluk,CA,Canada,YPJ,59.2967,-69.5997,1106,0452
Pickle Lake Airport,Pickle Lake,CA,Canada,YPL,51.4464,-90.2142,1107,0453
Pikangikum Airport,Pikangikum,CA,Canada,YPM,51.8197,-93.9733,1108,0454
Port Menier Airport,Port Menier,CA,Canada,YPN,49.8364,-64.2886,1109,0455
Peawanuck Airport,Peawanuck,CA,Canada,YPO,54.9881,-85.4433,1110,0456
Peterborough Airport,Peterborough,CA,Canada,YPQ,44.23,-78.3633,1111,0457
Prince Rupert Airport,Prince Pupert,CA,Canada,YPR,54.2861,-130.445,1112,0458
Port Hawkesbury Airport,Port Hawkesbury,CA,Canada,YPS,45.6567,-61.3681,1113,0459
Powell River Airport,Powell River,CA,Canada,YPW,49.8342,-124.5,1114,045A
Puvirnituq Airport,Puvirnituq,CA,Canada,YPX,60.0506,-77.2869,1115,045B
Fort Chipewyan Airport,Fort Chipewyan,CA,Canada,YPY,58.7672,-111.117,1116,045C
Muskoka Airport,Muskoka,CA,Canada,YQA,44.9747,-79.3033,1117,045D
Quebec Jean Lesage International Airport,Quebec,CA,Canada,YQB,46.7911,-71.3933,1118,045E
Quaqtaq Airport,Quaqtaq,CA,Canada,YQC,61.0464,-69.6178,1119,045F
The Pas Airport,The Pas,CA,Canada,YQD,53.9714,-101.091,1120,0460
Red Deer Regional Airport,Red Deer Industrial,CA,Canada,YQF,52.1822,-113.894,1121,0461
Windsor Airport,Windsor,CA,Canada,YQG,42.2756,-82.9556,1122,0462
Watson Lake Airport,Watson Lake,CA,Canada,YQH,60.1164,-128.822,1123,0463
Yarmouth Airport,Yarmouth,CA,Canada,YQI,43.8269,-66.0881,1124,0464
Kenora Airport,Kenora,CA,Canada,YQK,49.7883,-94.3631,1125,0465
Lethbridge County Airport,Lethbridge,CA,Canada,YQL,49.6303,-112.8,1126,0466
Greater Moncton International Airport,Moncton,CA,Canada,YQM,46.1122,-64.6786,1127,0467
Nakina Airport,Nakina,CA,Canada,YQN,50.1828,-86.6964,1128,0468
Comox Airport,Comox,CA,Canada,YQQ,49.7108,-124.887,1129,0469
Regina International Airport,Regina,CA,Canada,YQR,50.4319,-104.666,1130,046A
St Thomas Municipal Airport,St Thomas,CA,Canada,YQS,42.77,-81.1108,1131,046B
Thunder Bay Airport,Thunder Bay,CA,Canada,YQT,48.3719,-89.3239,1132,046C
Grande Prairie Airport,Grande Prairie,CA,Canada,YQU,55.1797,-118.885,1133,046D
Yorkton Municipal Airport,Yorkton,CA,Canada,YQV,51.2647,-102.462,1134,046E
North Battleford Airport,North Battleford,CA,Canada,YQW,52.7692,-108.244,1135,046F
Gander International Airport,Gander,CA,Canada,YQX,48.9369,-54.5681,1136,0470
Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,Canada,YQY,46.1614,-60.0478,1137,0471
Quesnel Airport,Quesnel,CA,Canada,YQZ,53.0261,-122.51,1138,0472
Rae Lakes Airport,Gamètì,CA,Canada,YRA,64.1161,-117.31,1139,0473
Resolute Bay Airport,Resolute,CA,Canada,YRB,74.7169,-94.9694,1140,0474
Cartwright Airport,Cartwright,CA,Canada,YRF,53.6828,-57.0419,1141,0475
Rigolet Airport,Rigolet,CA,Canada,YRG,54.1797,-58.4575,1142,0476
Rivière-du-Loup Airport,Riviere Du Loup,CA,Canada,YRI,47.7644,-69.5847,1143,0477
Roberval Airport,Roberval,CA,Canada,YRJ,48.52,-72.2656,1144,0478
Red Lake Airport,Red Lake,CA,Canada,YRL,51.0669,-93.7931,1145,0479
Rocky Mountain House Airport,Rocky Mountain House,CA,Canada,YRM,52.4297,-114.904,1146,047A
Ottawa / Rockcliffe Airport,Ottawa,CA,Canada,YRO,45.4603,-75.6461,1147,047B
Trois-Rivières Airport,Trois Rivieres,CA,Canada,YRQ,46.3528,-72.6794,1148,047C
Red Sucker Lake Airport,Red Sucker Lake,CA,Canada,YRS,54.1672,-93.5572,1149,047D
Rankin Inlet Airport,Rankin Inlet,CA,Canada,YRT,62.8114,-92.1158,1150,047E
Revelstoke Airport,Revelstoke,CA,Canada,YRV,50.9667,-118.183,1151,047F
Sudbury Airport,Sudbury,CA,Canada,YSB,46.625,-80.7989,1152,0480
Sherbrooke Airport,Sherbrooke,CA,Canada,YSC,45.4386,-71.6914,1153,0481
Suffield Heliport,Suffield,CA,Canada,YSD,50.2667,-111.183,1154,0482
Squamish Airport,Squamish,CA,Canada,YSE,49.7817,-123.162,1155,0483
Stony Rapids Airport,Stony Rapids,CA,Canada,YSF,59.2503,-105.841,1156,0484
Lutselk'e Airport,Lutselk'e,CA,Canada,YSG,62.4183,-110.682,1157,0485
Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,Canada,YSH,44.9458,-75.9406,1158,0486
Saint John Airport,St. John,CA,Canada,YSJ,45.3161,-65.8903,1159,0487
Sanikiluaq Airport,Sanikiluaq,CA,Canada,YSK,56.5378,-79.2467,1160,0488
St Leonard Airport,St Leonard,CA,Canada,YSL,47.1575,-67.8347,1161,0489
Fort Smith Airport,Fort Smith,CA,Canada,YSM,60.0203,-111.962,1162,048A
Shuswap Regional Airport,Salmon Arm,CA,Canada,YSN,50.6828,-119.229,1163,048B
Postville Airport,Postville,CA,Canada,YSO,54.9105,-59.7851,1164,048C
Marathon Airport,Marathon,CA,Canada,YSP,48.7553,-86.3444,1165,048D
Nanisivik Airport,Nanisivik,CA,Canada,YSR,72.9822,-84.6136,1166,048E
St. Theresa Point Airport,St. Theresa Point,CA,Canada,YST,53.8456,-94.8519,1167,048F
Summerside Airport,Summerside,CA,Canada,YSU,46.4406,-63.8336,1168,0490
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,Canada,YSY,71.9939,-125.243,1169,0491
Pembroke Airport,Pembroke,CA,Canada,YTA,45.8644,-77.2517,1170,0492
Thicket Portage Airport,Thicket Portage,CA,Canada,YTD,55.3189,-97.7078,1171,0493
Cape Dorset Airport,Cape Dorset,CA,Canada,YTE,64.23,-76.5267,1172,0494
Alma Airport,Alma,CA,Canada,YTF,48.5089,-71.6419,1173,0495
Thompson Airport,Thompson,CA,Canada,YTH,55.8011,-97.8642,1174,0496
Big Trout Lake Airport,Big Trout Lake,CA,Canada,YTL,53.8178,-89.8969,1175,0497
La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,CA,Canada,YTM,46.4094,-74.78,1176,0498
Tasiujaq Airport,Tasiujaq,CA,Canada,YTQ,58.6678,-69.9558,1177,0499
CFB Trenton,Trenton,CA,Canada,YTR,44.1189,-77.5281,1178,049A
Timmins/Victor M. Power,Timmins,CA,Canada,YTS,48.5697,-81.3767,1179,049B
Billy Bishop Toronto City Centre Airport,Toronto,CA,Canada,YTZ,43.6275,-79.3962,1180,049C
Tuktoyaktuk Airport,Tuktoyaktuk,CA,Canada,YUB,69.4333,-133.026,1181,049D
Umiujaq Airport,Umiujaq,CA,Canada,YUD,56.5361,-76.5183,1182,049E
Montreal / Pierre Elliott Trudeau International Airport,Montreal,CA,Canada,YUL,45.4706,-73.7408,1183,049F
Repulse Bay Airport,Repulse Bay,CA,Canada,YUT,66.5214,-86.2247,1184,04A0
Hall Beach Airport,Hall Beach,CA,Canada,YUX,68.7761,-81.2425,1185,04A1
Rouyn Noranda Airport,Rouyn,CA,Canada,YUY,48.2061,-78.8356,1186,04A2
Bonaventure Airport,Bonaventure,CA,Canada,YVB,48.0711,-65.4603,1187,04A3
La Ronge Airport,La Ronge,CA,Canada,YVC,55.1514,-105.262,1188,04A4
Vernon Airport,Vernon,CA,Canada,YVE,50.2481,-119.331,1189,04A5
Vermilion Airport,Vermillion,CA,Canada,YVG,53.3558,-110.824,1190,04A6
Qikiqtarjuaq Airport,Broughton Island,CA,Canada,YVM,67.5458,-64.0314,1191,04A7
Val-d'Or Airport,Val D'or,CA,Canada,YVO,48.0533,-77.7828,1192,04A8
Kuujjuaq Airport,Quujjuaq,CA,Canada,YVP,58.0961,-68.4269,1193,04A9
Norman Wells Airport,Norman Wells,CA,Canada,YVQ,65.2816,-126.798,1194,04AA
Vancouver International Airport,Vancouver,CA,Canada,YVR,49.1939,-123.184,1195,04AB
Buffalo Narrows Airport,Buffalo Narrows,CA,Canada,YVT,55.8419,-108.418,1196,04AC
Wiarton Airport,Wiarton,CA,Canada,YVV,44.7458,-81.1072,1197,04AD
Deer Lake Airport,Deer Lake,CA,Canada,YVZ,52.6558,-94.0614,1198,04AE
Petawawa Airport,Petawawa,CA,Canada,YWA,45.9522,-77.3192,1199,04AF
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA,Canada,YWB,61.5886,-71.9294,1200,04B0
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,Canada,YWG,49.91,-97.2399,1201,04B1
Victoria Harbour Seaplane Base,Victoria,CA,Canada,YWH,48.425,-123.3889,1202,04B2
Déline Airport,Deline,CA,Canada,YWJ,65.2111,-123.436,1203,04B3
Wabush Airport,Wabush,CA,Canada,YWK,52.9219,-66.8644,1204,04B4
Williams Lake Airport,Williams Lake,CA,Canada,YWL,52.1831,-122.054,1205,04B5
Williams Harbour Airport,Williams Harbour,CA,Canada,YWM,52.5669,-55.7847,1206,04B6
Webequie Airport,Webequie,CA,Canada,YWP,52.9594,-87.3749,1207,04B7
Whistler/Green Lake Water Aerodrome,Whistler,CA,Canada,YWS,50.1436,-122.949,1208,04B8
Wrigley Airport,Wrigley,CA,Canada,YWY,63.2094,-123.437,1209,04B9
Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,Canada,YXC,49.6108,-115.782,1210,04BA
Edmonton City Centre (Blatchford Field) Airport,Edmonton,CA,Canada,YXD,53.5725,-113.521,1211,04BB
Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,Canada,YXE,52.1708,-106.7,1212,04BC
