ZZ,UAB,RMS
ZZ,UAH,NHV
ZZ,UAH,UAP
ZZ,UAK,CPH
ZZ,UAK,SFJ
ZZ,UAK,JNS
ZZ,UAK,GOH
ZZ,UAK,JFR
ZZ,UAK,JJU
ZZ,UAM,UAM
ZZ,UAM,DNA
ZZ,UAM,CRK
ZZ,UAP,NHV
ZZ,UAP,UAH
ZZ,UAQ,AEP
ZZ,UAQ,EZE
ZZ,UAQ,COR
ZZ,UAS,ANA
ZZ,UAS,HKR
ZZ,UAS,MRE
ZZ,UAS,KEU
ZZ,UAS,WIL
ZZ,UAS,NYK
ZZ,UAS,OSJ
ZZ,UAS,OLG
ZZ,UAS,OLX
ZZ,UAS,MDR
ZZ,UBA,CNF
ZZ,UBA,CGH
ZZ,UBB,NLF
ZZ,UBB,HID
ZZ,UBJ,HND
ZZ,UBP,DMK
ZZ,UBP,BKK
ZZ,UCB,TSN
ZZ,UCB,XIY
ZZ,UCT,SVO
ZZ,UCT,VKO
ZZ,UCT,LED
ZZ,UDD,MRY
ZZ,UDD,PSC
ZZ,UDD,SJC
ZZ,UDD,STS
ZZ,UDI,CNF
ZZ,UDI,VCP
ZZ,UDI,FOR
ZZ,UDI,JPA
ZZ,UDI,MCZ
ZZ,UDI,NAT
ZZ,UDI,BPS
ZZ,UDI,REC
ZZ,UDI,CGH
ZZ,UDI,GRU
ZZ,UDR,AMD
ZZ,UDR,BLR
ZZ,UDR,BHO
ZZ,UDR,DEL
ZZ,UDR,HYD
ZZ,UDR,IDR
ZZ,UDR,JAI
ZZ,UDR,BOM
ZZ,UDR,STV
ZZ,UEL,BEW
ZZ,UEL,MPM
ZZ,UEL,TET
ZZ,UEO,OKA
ZZ,UET,ISB
ZZ,UET,KHI
ZZ,UET,LHE
ZZ,UET,DXB
ZZ,UET,SHJ
ZZ,UFA,EVN
ZZ,UFA,GYD
ZZ,UFA,MSQ
ZZ,UFA,SSH
ZZ,UFA,ALA
ZZ,UFA,OSS
ZZ,UFA,ASF
ZZ,UFA,IAA
ZZ,UFA,IKT
ZZ,UFA,KZN
ZZ,UFA,KEJ
ZZ,UFA,HMA
ZZ,UFA,KGP
ZZ,UFA,KJA
ZZ,UFA,MCX
ZZ,UFA,MRV
ZZ,UFA,DME
ZZ,UFA,SVO
ZZ,UFA,VKO
ZZ,UFA,NYM
ZZ,UFA,NNM
ZZ,UFA,NJC
ZZ,UFA,NSK
ZZ,UFA,NOZ
ZZ,UFA,OVB
ZZ,UFA,NUX
ZZ,UFA,NOJ
ZZ,UFA,OMS
ZZ,UFA,SLY
ZZ,UFA,GSV
ZZ,UFA,AER
